Hospital_Name,Provider_ID,State,Fiscal_Year,Domain_1_Score,Domain_1_Score_Footnote,Domain_1_Start_Date,Domain_1_End_Date,AHRQ_PSI_90_Score,AHRQ_PSI_90_Score_Footnote,Domain_2_Score,Domain_2_Score_Footnote,CLABSI_Score,CLABSI_Score_Footnote,CAUTI_Score,CAUTI_Score_Footnote,SSI_Score,SSI_Score_Footnote,MRSA_Score,MRSA_Footnote,CDI_Score,CDI_Footnote,Domain_2_Start_Date,Domain_2_End_Date,Total_HAC_Score,Total_HAC_Score_Footnote,Payment_Reduction,Payment_Reduction_Footnote
"ST MARYS  MEDICAL CENTER","060023","CO","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.0000","","6","","4","","3","","8","","4","","01-JAN-14","31-DEC-15","5.7500","","No",""
"UNIVERSITY OF COLORADO HOSPITAL AUTHORITY","060024","CO","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.2000","","8","","3","","4","","3","","8","","01-JAN-14","31-DEC-15","5.9200","","No",""
"FOOTHILLS HOSPITAL","060027","CO","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","7.0000","","5","","10","","9","","3","","8","","01-JAN-14","31-DEC-15","7.3000","","Yes",""
"SAINT JOSEPH HOSPITAL","060028","CO","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.0000","","3","","2","","6","","2","","7","","01-JAN-14","31-DEC-15","4.9000","","No",""
"MCKEE MEDICAL CENTER","060030","CO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","4.2000","","1","","4","","9","","1","","6","","01-JAN-14","31-DEC-15","4.3200","","No",""
"CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES","060031","CO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","7.0000","","5","","9","","9","","5","","7","","01-JAN-14","31-DEC-15","7.0000","","Yes",""
"ROSE MEDICAL CENTER","060032","CO","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.0000","","3","","9","","7","","5","","6","","01-JAN-14","31-DEC-15","5.5500","","No",""
"SWEDISH MEDICAL CENTER","060034","CO","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","7.4000","","7","","5","","7","","8","","10","","01-JAN-14","31-DEC-15","6.8900","","Yes",""
"ARKANSAS VALLEY REGIONAL MEDICAL CENTER","060036","CO","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","2.0000","","N/A","5","N/A","5","N/A","5","N/A","5","2","","01-JAN-14","31-DEC-15","2.9000","","No",""
"KEEFE MEMORIAL HOSPITAL","060043","CO","2017","N/A","4","01-JUL-13","30-JUN-15","7.0000","4","N/A","4","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","4","No","4"
"COLORADO PLAINS MEDICAL CENTER","060044","CO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.9000","","No",""
"YAMPA VALLEY MEDICAL CENTER","060049","CO","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","9.0000","","N/A","5","N/A","5","N/A","5","N/A","5","9","","01-JAN-14","31-DEC-15","7.9500","","Yes",""
"COMMUNITY HOSPITAL","060054","CO","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.5000","","1","","7","","5","","N/A","5","9","","01-JAN-14","31-DEC-15","6.0250","","No",""
"CENTURA HEALTH-PORTER ADVENTIST HOSPITAL","060064","CO","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.2000","","1","","5","","4","","4","","7","","01-JAN-14","31-DEC-15","3.7200","","No",""
"NORTH SUBURBAN MEDICAL CENTER","060065","CO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","4.8000","","8","","5","","3","","1","","7","","01-JAN-14","31-DEC-15","4.8300","","No",""
"DELTA COUNTY MEMORIAL HOSPITAL","060071","CO","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.3333","","N/A","5","5","","3","","N/A","5","8","","01-JAN-14","31-DEC-15","5.1333","","No",""
"VALLEY VIEW HOSPITAL ASSOCIATION","060075","CO","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","2.8000","","1","","1","","9","","1","","2","","01-JAN-14","31-DEC-15","3.7300","","No",""
"STERLING REGIONAL MEDCENTER","060076","CO","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","4.0000","","N/A","5","N/A","5","6","","N/A","5","2","","01-JAN-14","31-DEC-15","4.6000","","No",""
"VAIL VALLEY MEDICAL CENTER","060096","CO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","4.0000","","N/A","5","N/A","5","N/A","5","N/A","5","4","","01-JAN-14","31-DEC-15","4.4500","","No",""
"MEDICAL CENTER OF AURORA, THE","060100","CO","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.2000","","3","","6","","9","","3","","10","","01-JAN-14","31-DEC-15","5.7200","","No",""
"CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL","060103","CO","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","4.4000","","1","","9","","10","","1","","1","","01-JAN-14","31-DEC-15","3.8900","","No",""
"ST ANTHONY NORTH HEALTH CAMPUS","060104","CO","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","6.4000","","6","","9","","3","","6","","8","","01-JAN-14","31-DEC-15","5.7400","","No",""
"NATIONAL JEWISH HEALTH","060107","CO","2017","N/A","4","01-JUL-13","30-JUN-15","7.0000","4","N/A","4","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","4","No","4"
"SKY RIDGE MEDICAL CENTER","060112","CO","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","5.0000","","3","","5","","3","","5","","9","","01-JAN-14","31-DEC-15","4.7000","","No",""
"CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL","060113","CO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.8000","","6","","10","","4","","6","","8","","01-JAN-14","31-DEC-15","6.5300","","No",""
"PARKER ADVENTIST HOSPITAL","060114","CO","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.6000","","1","","9","","4","","9","","10","","01-JAN-14","31-DEC-15","6.9600","","Yes",""
"GOOD SAMARITAN MEDICAL CENTER","060116","CO","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.0000","","3","","9","","7","","6","","10","","01-JAN-14","31-DEC-15","7.4500","","Yes",""
"ANIMAS SURGICAL HOSPITAL, LLC","060117","CO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","5.0000","","No",""
"ST ANTHONY SUMMIT MEDICAL CENTER","060118","CO","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.0000","","N/A","5","N/A","5","N/A","5","N/A","5","5","","01-JAN-14","31-DEC-15","4.8500","","No",""
"MEDICAL CENTER OF THE ROCKIES","060119","CO","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","5.6000","","5","","9","","3","","1","","10","","01-JAN-14","31-DEC-15","5.5100","","No",""
"ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS","060124","CO","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.7500","","No",""
"CASTLE ROCK ADVENTIST HOSPITAL","060125","CO","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","6.2500","","8","","10","","3","","N/A","5","4","","01-JAN-14","31-DEC-15","6.3625","","No",""
"BANNER FORT COLLINS MEDICAL CENTER","060126","CO","2017","N/A","5","01-JUL-13","30-JUN-15","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","N/A","5","01-JAN-14","31-DEC-15","N/A","5","No",""
"ST FRANCIS HOSPITAL & MEDICAL CENTER","070002","CT","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","7.0000","","6","","9","","8","","4","","8","","01-JAN-14","31-DEC-15","7.1500","","Yes",""
"DAY KIMBALL HOSPITAL","070003","CT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.0000","","N/A","5","9","","10","","1","","8","","01-JAN-14","31-DEC-15","7.4500","","Yes",""
"SHARON HOSPITAL","070004","CT","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","3.3333","","N/A","5","1","","6","","N/A","5","3","","01-JAN-14","31-DEC-15","4.0333","","No",""
"WATERBURY HOSPITAL","070005","CT","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.2000","","3","","5","","6","","6","","6","","01-JAN-14","31-DEC-15","5.7700","","No",""
"STAMFORD HOSPITAL","070006","CT","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","6.0000","","6","","6","","9","","2","","7","","01-JAN-14","31-DEC-15","6.3000","","No",""
"LAWRENCE & MEMORIAL HOSPITAL","070007","CT","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","7.2000","","7","","5","","9","","6","","9","","01-JAN-14","31-DEC-15","7.0200","","Yes",""
"JOHNSON MEMORIAL HOSPITAL","070008","CT","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","8.0000","","N/A","5","5","","9","","9","","9","","01-JAN-14","31-DEC-15","7.5500","","Yes",""
"BRIDGEPORT HOSPITAL","070010","CT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.8000","","5","","7","","10","","8","","9","","01-JAN-14","31-DEC-15","8.1300","","Yes",""
"CHARLOTTE HUNGERFORD HOSPITAL","070011","CT","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","9.4000","","10","","7","","10","","10","","10","","01-JAN-14","31-DEC-15","8.4400","","Yes",""
"ROCKVILLE GENERAL HOSPITAL","070012","CT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.7500","","1","","3","","N/A","5","9","","6","","01-JAN-14","31-DEC-15","5.5375","","No",""
"SAINT MARYS HOSPITAL","070016","CT","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","9.0000","","10","","9","","10","","10","","6","","01-JAN-14","31-DEC-15","8.7000","","Yes",""
"MIDSTATE MEDICAL CENTER","070017","CT","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","6.4000","","1","","2","","10","","9","","10","","01-JAN-14","31-DEC-15","5.7400","","No",""
"GREENWICH HOSPITAL ASSOCIATION","070018","CT","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.6000","","7","","5","","9","","2","","5","","01-JAN-14","31-DEC-15","6.1100","","No",""
"MILFORD HOSPITAL, INC","070019","CT","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","6.6000","","5","","9","","3","","9","","7","","01-JAN-14","31-DEC-15","6.0600","","No",""
"MIDDLESEX HOSPITAL","070020","CT","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.6000","","1","","9","","10","","5","","3","","01-JAN-14","31-DEC-15","6.1100","","No",""
"WINDHAM COMM MEM HOSP & HATCH HOSP","070021","CT","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","8.6000","","10","","10","","10","","9","","4","","01-JAN-14","31-DEC-15","8.0600","","Yes",""
"YALE-NEW HAVEN HOSPITAL","070022","CT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.2000","","7","","8","","7","","5","","9","","01-JAN-14","31-DEC-15","7.6200","","Yes",""
"WILLIAM W BACKUS HOSPITAL","070024","CT","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","5.6000","","3","","9","","6","","1","","9","","01-JAN-14","31-DEC-15","4.9100","","No",""
"HARTFORD HOSPITAL","070025","CT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.0000","","6","","10","","6","","5","","8","","01-JAN-14","31-DEC-15","7.4500","","Yes",""
"MANCHESTER MEMORIAL HOSPITAL","070027","CT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.6000","","6","","8","","9","","1","","4","","01-JAN-14","31-DEC-15","6.2600","","No",""
"ST VINCENT'S MEDICAL CENTER","070028","CT","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.2000","","1","","8","","3","","7","","7","","01-JAN-14","31-DEC-15","5.6200","","No",""
"BRISTOL HOSPITAL","070029","CT","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","3.0000","","1","","1","","6","","3","","4","","01-JAN-14","31-DEC-15","2.8500","","No",""
"GRIFFIN HOSPITAL","070031","CT","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","3.6000","","1","","1","","1","","6","","9","","01-JAN-14","31-DEC-15","4.2600","","No",""
"DANBURY HOSPITAL","070033","CT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.6000","","7","","6","","7","","5","","3","","01-JAN-14","31-DEC-15","6.2600","","No",""
"NORWALK HOSPITAL ASSOCIATION","070034","CT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.6000","","1","","5","","10","","3","","9","","01-JAN-14","31-DEC-15","6.2600","","No",""
"HOSPITAL OF CENTRAL CONNECTICUT, THE","070035","CT","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","6.2000","","7","","9","","5","","3","","7","","01-JAN-14","31-DEC-15","6.7700","","Yes",""
"JOHN DEMPSEY HOSPITAL","070036","CT","2017","3.0000","","01-JUL-13","30-JUN-15","3.0000","","7.4000","","6","","4","","9","","10","","8","","01-JAN-14","31-DEC-15","6.7400","","Yes",""
"CONNECTICUT HOSPICE INC,THE","070038","CT","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","10.0000","18","10","18","10","18","10","18","10","18","10","18","01-JAN-14","31-DEC-15","9.5500","","Yes",""
"MASONICARE HEALTH CENTER","070039","CT","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","10.0000","","N/A","5","N/A","5","N/A","5","N/A","5","10","","01-JAN-14","31-DEC-15","9.4000","","Yes",""
"HEBREW HOME AND HOSPITAL INC","070040","CT","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","1.0000","","N/A","5","N/A","5","N/A","5","N/A","5","1","","01-JAN-14","31-DEC-15","1.9000","","No",""
"CHRISTIANA CARE HEALTH SERVICES, INC.","080001","DE","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","7.0000","","4","","7","","9","","7","","8","","01-JAN-14","31-DEC-15","7.1500","","Yes",""
"ST FRANCIS HOSPITAL","080003","DE","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","3.4000","","1","","3","","8","","1","","4","","01-JAN-14","31-DEC-15","3.0400","","No",""
"BAYHEALTH - KENT GENERAL HOSPITAL","080004","DE","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","8.0000","","7","","9","","10","","8","","6","","01-JAN-14","31-DEC-15","7.1000","","Yes",""
"NANTICOKE MEMORIAL HOSPITAL","080006","DE","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","5.8000","","4","","3","","2","","10","","10","","01-JAN-14","31-DEC-15","5.0800","","No",""
"BEEBE MEDICAL CENTER","080007","DE","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","7.6000","","8","","8","","3","","9","","10","","01-JAN-14","31-DEC-15","7.0600","","Yes",""
"BAYHEALTH - MILFORD MEMORIAL HOSPITAL","080009","DE","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","6.0000","","1","","3","","10","","8","","8","","01-JAN-14","31-DEC-15","6.0000","","No",""
"GEORGE WASHINGTON UNIV HOSPITAL","090001","DC","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.2000","","9","","9","","5","","8","","5","","01-JAN-14","31-DEC-15","7.6200","","Yes",""
"HOWARD UNIVERSITY HOSPITAL","090003","DC","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.6000","","10","","2","","2","","7","","2","","01-JAN-14","31-DEC-15","5.4100","","No",""
"MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","090004","DC","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.4000","","8","","4","","6","","3","","6","","01-JAN-14","31-DEC-15","6.0900","","No",""
"SIBLEY MEMORIAL HOSPITAL","090005","DC","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.4000","","6","","7","","7","","3","","4","","01-JAN-14","31-DEC-15","5.9400","","No",""
"PROVIDENCE HOSPITAL","090006","DC","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","5.4000","","3","","5","","10","","6","","3","","01-JAN-14","31-DEC-15","6.0900","","No",""
"UNITED MEDICAL CENTER","090008","DC","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.0000","","1","","2","","N/A","5","10","","3","","01-JAN-14","31-DEC-15","3.7000","","No",""
"MEDSTAR WASHINGTON HOSPITAL CENTER","090011","DC","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.2000","","7","","6","","6","","8","","9","","01-JAN-14","31-DEC-15","7.6200","","Yes",""
"UF HEALTH JACKSONVILLE","100001","FL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","9.6000","","10","","10","","8","","10","","10","","01-JAN-14","31-DEC-15","9.6600","","Yes",""
"BETHESDA HOSPITAL EAST","100002","FL","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.8000","","4","","5","","6","","10","","4","","01-JAN-14","31-DEC-15","5.5300","","No",""
"ORLANDO HEALTH","100006","FL","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","5.2000","","5","","7","","4","","3","","7","","01-JAN-14","31-DEC-15","5.0200","","No",""
"FLORIDA HOSPITAL","100007","FL","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.0000","","4","","5","","6","","5","","5","","01-JAN-14","31-DEC-15","5.6000","","No",""
"BAPTIST HOSPITAL OF MIAMI","100008","FL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","6.8000","","5","","10","","7","","6","","6","","01-JAN-14","31-DEC-15","7.2800","","Yes",""
"UNIVERSITY OF MIAMI HOSPITAL","100009","FL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","8.0000","","10","","4","","10","","9","","7","","01-JAN-14","31-DEC-15","8.3000","","Yes",""
"LEE MEMORIAL HOSPITAL","100012","FL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.6000","","7","","7","","9","","6","","9","","01-JAN-14","31-DEC-15","7.9600","","Yes",""
"FLORIDA HOSPITAL NEW SMYRNA","100014","FL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","6.6000","","7","","1","","9","","6","","10","","01-JAN-14","31-DEC-15","7.1100","","Yes",""
"HALIFAX HEALTH MEDICAL CENTER","100017","FL","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.8000","","9","","9","","5","","3","","3","","01-JAN-14","31-DEC-15","6.1300","","No",""
"NAPLES COMMUNITY HOSPITAL","100018","FL","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","4.4000","","1","","5","","5","","6","","5","","01-JAN-14","31-DEC-15","4.0400","","No",""
"HOLMES REGIONAL MEDICAL CENTER","100019","FL","2017","5.0000","","01-JUL-13","30-JUN-15","5.0000","","6.4000","","4","","7","","5","","10","","6","","01-JAN-14","31-DEC-15","6.1900","","No",""
"JACKSON MEMORIAL HOSPITAL","100022","FL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","7.2000","","8","","8","","5","","10","","5","","01-JAN-14","31-DEC-15","7.6200","","Yes",""
"CITRUS MEMORIAL HOSPITAL","100023","FL","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","6.2000","","3","","10","","10","","5","","3","","01-JAN-14","31-DEC-15","5.4200","","No",""
"SACRED HEART HOSPITAL","100025","FL","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","6.4000","","6","","6","","8","","7","","5","","01-JAN-14","31-DEC-15","6.3400","","No",""
"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","100026","FL","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.8000","","9","","4","","2","","10","","4","","01-JAN-14","31-DEC-15","5.2300","","No",""
"PARRISH MEDICAL CENTER","100028","FL","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","3.4000","","1","","1","","3","","5","","7","","01-JAN-14","31-DEC-15","3.1900","","No",""
"NORTH SHORE MEDICAL CENTER","100029","FL","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","7.4000","","8","","9","","3","","9","","8","","01-JAN-14","31-DEC-15","6.4400","","No",""
"HEALTH CENTRAL","100030","FL","2017","4.0000","","01-JUL-13","30-JUN-15","4.0000","","6.2000","","1","","6","","7","","8","","9","","01-JAN-14","31-DEC-15","5.8700","","No",""
"BAYFRONT HEALTH - ST PETERSBURG","100032","FL","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","7.0000","","7","","8","","5","","9","","6","","01-JAN-14","31-DEC-15","7.3000","","Yes",""
"MOUNT SINAI MEDICAL CENTER","100034","FL","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","5.6000","","6","","4","","5","","10","","3","","01-JAN-14","31-DEC-15","5.0600","","No",""
"MANATEE MEMORIAL HOSPITAL","100035","FL","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","8.2000","","9","","10","","6","","9","","7","","01-JAN-14","31-DEC-15","7.8700","","Yes",""
"MEMORIAL REGIONAL HOSPITAL","100038","FL","2017","7.0000","","01-JUL-13","30-JUN-15","7.0000","","5.6000","","6","","5","","6","","6","","5","","01-JAN-14","31-DEC-15","5.8100","","No",""
"BROWARD HEALTH MEDICAL CENTER","100039","FL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","4.4000","","6","","6","","2","","5","","3","","01-JAN-14","31-DEC-15","5.2400","","No",""
"ST VINCENT'S MEDICAL CENTER RIVERSIDE","100040","FL","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","6.4000","","3","","6","","5","","8","","10","","01-JAN-14","31-DEC-15","5.7400","","No",""
"MEASE DUNEDIN HOSPITAL","100043","FL","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","5.2000","","5","","3","","3","","8","","7","","01-JAN-14","31-DEC-15","4.5700","","No",""
"MARTIN MEDICAL CENTER","100044","FL","2017","8.0000","","01-JUL-13","30-JUN-15","8.0000","","5.6000","","5","","3","","4","","9","","7","","01-JAN-14","31-DEC-15","5.9600","","No",""
"FLORIDA HOSPITAL DELAND","100045","FL","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","5.8000","","3","","8","","5","","4","","9","","01-JAN-14","31-DEC-15","5.0800","","No",""
"FLORIDA HOSPITAL ZEPHYRHILLS","100046","FL","2017","2.0000","","01-JUL-13","30-JUN-15","2.0000","","3.6000","","5","","4","","1","","5","","3","","01-JAN-14","31-DEC-15","3.3600","","No",""
"BAYFRONT HEALTH PUNTA GORDA","100047","FL","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","6.8000","","7","","4","","5","","10","","8","","01-JAN-14","31-DEC-15","7.1300","","Yes",""
"JAY HOSPITAL","100048","FL","2017","6.0000","","01-JUL-13","30-JUN-15","6.0000","","3.0000","","N/A","5","N/A","5","N/A","5","N/A","5","3","","01-JAN-14","31-DEC-15","3.4500","","No",""
"HIGHLANDS REGIONAL MEDICAL CENTER","100049","FL","2017","9.0000","","01-JUL-13","30-JUN-15","9.0000","","5.4000","","1","","7","","8","","7","","4","","01-JAN-14","31-DEC-15","5.9400","","No",""
"LARKIN COMMUNITY HOSPITAL PALM SPRINGS CAMPUS","100050","FL","2017","1.0000","","01-JUL-13","30-JUN-15","1.0000","","8.4000","","10","","4","","8","","10","","10","","01-JAN-14","31-DEC-15","7.2900","","Yes",""
"SOUTH LAKE HOSPITAL","100051","FL","2017","10.0000","","01-JUL-13","30-JUN-15","10.0000","","8.6000","","8","","10","","7","","8","","10","","01-JAN-14","31-DEC-15","8.8100","","Yes",""
