ASC_Name,Provider_ID,NPI,City,State,Zip_Code,Year,ASC_1_Measure_Rate,ASC_1_Footnote,ASC_2_Measure_Rate,ASC_2_Footnote,ASC_3_Measure_Rate,ASC_3_Footnote,ASC_4_Measure_Rate,ASC_4_Footnote,ASC_5_Measure_Rate,ASC_5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC6_SSChecklist,ASC_6_Footnote,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Skin,ASC_7_Genitourinary,ASC_7_Musculoskeletal,ASC_7_Multi_System,ASC_7_Nervous_System,ASC_7_Respiratory,ASC_7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC_8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC_9_Footnote,ASC_10_rate,ASC_10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date,ASC_11_rate,ASC_11_Footnote,ASC_11_Encounter_Start_Date,ASC_11_Encounter_End_Date
El Portal Endosurgery Center,05C0001847,1174552632,Merced,CA,95340,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Bascom Surgery Center,05C0001538,1174591143,Campbell,CA,95008,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,178,0,0,1,0,160,0,17,0,,01/01/2015,12/31/2015,95.83,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Procedure Center South Sacremento,05C0001604,1174597819,Sacramento,CA,95823,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,3093,3093,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,94.93,,31.94,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Digestive Health Center of Thousand Oaks, LLC",05C0001862,1174715445,Thousand Oaks,CA,91360,2015,0.000,,2.336,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1477,1477,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,65.46,,2.13,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
San Ramon Endoscopy Center,05C0001578,1184635955,San Ramon,CA,94583,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2724,2724,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,90.83,,90.37,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Templeton Endoscopy Center,05C0001662,1184699241,Templeton,CA,93465,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,3637,3637,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,59.26,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Shadelands Advanced Endoscopy Institute, Inc.",05C0001815,1184798837,Walnut Creek,CA,94598,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,1828,1828,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,100.0,,97.14,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Beach Surgical Medical Center, LLC",05C0002039,1184805590,Huntington Beach,CA,92648,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Specialty Care and Surgery Center,05C0001834,1184844607,Kelseyville,CA,95451,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Grass Valley Outpatient Surgery Center, LP",05C0001757,1184937468,Grass Valley,CA,95945,2015,0.000,,0.000,,0.000,,1.217,,1000.0,,01/01/2015,12/31/2015,Yes,,1880,87,0,9,151,389,40,1134,70,,01/01/2015,12/31/2015,94.34,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Inland Valley Surgery Center, LLC",05C0002021,1184978637,Temecula,CA,92590,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,808,0,775,0,0,33,0,0,0,,01/01/2015,12/31/2015,81.48,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Facey Endoscopy Center,05C0002054,1194083824,Mission Hills,CA,91345,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,77.42,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Endoscopy Center of Marin,05C0001438,1194718056,Greenbrae,CA,94904,2015,0.655,,0.000,,0.000,,1.310,,,N/A (5),01/01/2015,12/31/2015,Yes,,6137,6137,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,95.45,,2015/2016,96.96,,35.76,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Urology Associates of Central California,05C0001435,1194720730,Fresno,CA,93720,2015,0.000,,0.000,,0.000,,2.252,,997.73,,01/01/2015,12/31/2015,Yes,,1352,0,0,0,1352,0,0,0,0,,01/01/2015,12/31/2015,97.30,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Orange County Eye Surgical Center A Medical Group,05C0001061,1194803320,Garden Grove,CA,92843,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2316,0,2316,0,0,0,0,0,0,,01/01/2015,12/31/2015,50.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Laservue Eye Center, A Medical Corporation",05C0001962,1194913103,Santa Rosa,CA,95403,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,342,0,342,0,0,0,0,0,0,,01/01/2015,12/31/2015,0.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Beverly Hills Regional Surgery Center,05C0001060,1194959809,Los Angeles,CA,90035,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,407,5,0,2,25,19,0,356,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"First St Surgery Center, Inc.",05C0001922,1194966051,Santa Ana,CA,92705,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,477,0,0,0,0,3,0,474,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"North County Associates, LLC",05C0001165,1205009040,Templeton,CA,93465,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Talbert Surgical Associates,05C0001860,1205076593,Huntington Beach,CA,92647,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,Yes,,341,169,137,4,3,14,0,14,0,,01/01/2015,12/31/2015,90.70,,2015/2016,32.88,,84.82,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Advanced Endoscopy and Pain Center,05C0001730,1205195716,Lancaster,CA,93534,2015,0.000,,1.312,,0.000,,0.328,,,N/A (1),01/01/2015,12/31/2015,Yes,,25630,9502,0,0,0,0,0,16128,0,,01/01/2015,12/31/2015,87.04,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Euclid Endoscopy Center,05C0001794,1205853041,San Diego,CA,92114,2015,4.107,,0.000,,0.000,,0.000,,0.00,,01/01/2015,12/31/2015,Yes,,3013,3013,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,93.10,,2015/2016,69.47,,75.56,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Davis Surgery Center,05C0001626,1205894466,Davis,CA,95618,2015,0.000,,0.000,,0.000,,0.000,,974.36,,01/01/2015,12/31/2015,Yes,,862,0,735,33,0,90,0,4,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Interventional Pain Center Merced,05C0001726,1205911716,Merced,CA,95340,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1320,0,0,0,0,0,0,1320,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Santa Rosa Ambulatory Surgical Center,05C0001652,1215002852,Santa Rosa,CA,95404,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,397,0,0,0,0,397,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Four Seasons Surgery Centers of Ontario LP,05C0001704,1215019625,Ontario,CA,91711,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,10277,1906,303,2,0,324,2,7740,0,,01/01/2015,12/31/2015,54.22,,2015/2016,99.61,,89.09,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Specialty Surgery of Fountain Valley,05C0001867,1215111869,Fountain Valley,CA,92708,2015,0.000,,0.000,,0.000,,4.673,,992.06,,01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Valley Digestive Health Center,05C0001634,1215126438,Arcadia,CA,91006,2015,0.000,,0.000,,0.000,,1.730,,,N/A (5),01/01/2015,12/31/2015,Yes,,6580,6580,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,26.32,,2015/2016,100.0,,96.12,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Knowles Surgery Center,05C0001963,1215238076,Los Gatos,CA,95032,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,991,148,0,5,66,442,2,328,0,,01/01/2015,12/31/2015,79.55,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Doctors Outpatient Center for Surgery, Inc",05C0001363,1215263355,Beverly Hills,CA,90212,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1025,0,0,0,0,185,0,840,0,,01/01/2015,12/31/2015,85.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Asi Surgery Center, Inc",05C0001305,1215286083,Sherman Oaks,CA,91403,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Memorialcare Surgical Center at Saddleback LLC,05C0001854,1215338868,Laguna Niguel,CA,92677,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Marin Specialty Surgery Center,05C0001524,1215930078,Greenbrae,CA,94904,2015,0.000,,0.000,,0.000,,0.000,,993.10,,01/01/2015,12/31/2015,Yes,,1508,0,20,22,158,270,43,995,0,,01/01/2015,12/31/2015,96.81,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Prodecure Center Or Irvine,05C0001700,1225058068,Irvine,CA,92618,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,118,114,0,0,4,0,0,0,0,,01/01/2015,12/31/2015,91.67,,2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Comprehensive Pain Management,05C0001507,1225123227,Fresno,CA,93720,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Eye Surgery Center of Beverly Hills, LLC",05C0001802,1225179898,Beverly Hills,CA,90211,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,334,0,334,0,0,0,0,0,0,,01/01/2015,12/31/2015,79.17,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
The Surgery Center of Riverside,05C0001097,1225184153,Riverside,CA,92503,2015,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Los Angeles Endoscopy Center,05C0001405,1225188808,Los Angeles,CA,90020,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1142,1142,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,23.24,,92.31,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Fresno Endoscopy Center,05C0001419,1225245723,Fresno,CA,93720,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Main St Speciality Surgery Center,05C0001579,1225275688,Orange,CA,92868,2015,0.000,,0.000,,0.000,,1.303,,1000.0,,01/01/2015,12/31/2015,Yes,,8144,1898,1,18,0,1987,1,4239,0,,01/01/2015,12/31/2015,58.82,,2015/2016,94.79,,89.58,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Crown Valley Outpatient Surgical Center,05C0001995,1225308257,Mission Viejo,CA,92692,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Northridge Outpatient Surgery Center,05C0002090,1225439508,Northridge,CA,91324,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Valley Surgery Center,05C0001659,1235106782,Modesto,CA,95355,2015,2.667,,0.000,,0.000,,0.000,,925.93,,01/01/2015,12/31/2015,Yes,,1732,0,0,38,0,400,0,1294,0,,01/01/2015,12/31/2015,93.55,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Uc Regents Ucla Dept of Medicine Professional Group,,1235107566,Los Angeles,CA,90095,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Cypress Ambulatory Surgery Center,05C0001521,1235132481,San Luis Obispo,CA,93403,2015,0.000,,0.000,,0.000,,1.137,,1000.0,,01/01/2015,12/31/2015,Yes,,5778,0,0,0,0,647,0,5131,0,,01/01/2015,12/31/2015,82.61,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Montpelier Surgery Center,05C0001530,1235155730,San Jose,CA,95116,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,5622,5622,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,100.0,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Noble Surgery Center,05C0001606,1235187972,Visalia,CA,93277,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,1996,0,1723,273,0,0,0,0,0,,01/01/2015,12/31/2015,44.83,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
North Coast Surgery Center,55C0001023,1235195033,Oceanside,CA,92056,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,4545,17,1666,54,29,576,0,2065,138,,01/01/2015,12/31/2015,94.12,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Scripps Clinic,05C0001719,1245216928,San Diego,CA,92130,2015,0.000,,0.000,,0.000,,1.118,,988.56,,01/01/2015,12/31/2015,Yes,,5957,8,2420,45,3,2036,0,1441,4,,01/01/2015,12/31/2015,97.56,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
The Surgery Center of Alta Bates Summit Medical Center LLC,55C0001028,1245327493,Oakland,CA,94609,2015,0.000,,0.000,,0.000,,0.000,,983.11,,01/01/2015,12/31/2015,Yes,,5394,28,49,104,258,1975,0,2750,230,,01/01/2015,12/31/2015,66.09,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Newport Bay Surgery Center,05C0001826,1245372531,Newport Beach,CA,92663,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,4611,0,4611,0,0,0,0,0,0,,01/01/2015,12/31/2015,72.31,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Pacific Coast Spine Institute and Pain Center,05C0001872,1245393602,Huntington Beach,CA,92647,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,643,0,0,0,0,3,0,640,0,,01/01/2015,12/31/2015,,N/A (1),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Memorial Care Surgical Center at Saddleback, LLC",05C0001616,1245575919,Laguna Woods,CA,92637,2015,0.000,,0.000,,0.000,,0.000,,990.95,,01/01/2015,12/31/2015,Yes,,5583,2354,1,75,0,1310,0,1815,28,,01/01/2015,12/31/2015,85.82,,2015/2016,70.83,,67.71,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Greater Sacramento Surgery Center,05C0001033,1255309803,Sacramento,CA,95821,2015,0.000,,0.000,,0.000,,0.951,,982.14,,01/01/2015,12/31/2015,Yes,,2108,568,34,3,8,217,0,1278,0,,01/01/2015,12/31/2015,88.11,,2015/2016,77.78,,94.44,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Mazzocco Ambulatory Surgery Center, Inc",05C0001014,1255314662,Van Nuys,CA,91405,2015,0.000,,0.000,,0.000,,1.912,,1000.0,,01/01/2015,12/31/2015,Yes,,799,0,799,0,0,0,0,0,0,,01/01/2015,12/31/2015,80.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Simi Surgery Center,05C0001773,1255354486,Simi Valley,CA,93065,2015,0.000,,0.000,,0.000,,0.000,,920.00,,01/01/2015,12/31/2015,Yes,,2498,1486,0,0,27,52,136,797,0,,01/01/2015,12/31/2015,79.31,,2015/2016,49.50,,2.01,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Oasis Surgery Center,05C0001840,1255429700,Palmdale,CA,93551,2015,0.000,,0.000,,0.000,,0.000,,994.59,,01/01/2015,12/31/2015,Yes,,3031,0,702,0,0,804,0,1525,0,,01/01/2015,12/31/2015,58.18,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Pasadena Surgery Center,05C0001525,1255436028,Pasadena,CA,91105,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2621,0,0,0,0,2621,0,0,0,,01/01/2015,12/31/2015,79.03,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Lynn Eye Surgicenter,55C0001003,1255472841,Thousand Oaks,CA,91360,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2193,0,2193,0,0,0,0,0,0,,01/01/2015,12/31/2015,98.15,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Skin Cancer and Reconstructive Surgery Center,05C0001905,1265676993,Newport Beach,CA,92660,2015,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2015,12/31/2015,Yes,,842,0,18,548,2,88,0,0,186,,01/01/2015,12/31/2015,33.96,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Colima Endoscopy Center,05C0001387,1275522849,Rowland Heights,CA,91748,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,1476,1476,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,100.0,,2015/2016,100.0,,87.47,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Coast Surgery Center of South Bay,05C0001447,1275532889,Torrance,CA,90505,2015,0.000,,0.000,,0.000,,0.000,,996.48,,01/01/2015,12/31/2015,Yes,,5095,0,0,6,0,1836,0,3253,0,,01/01/2015,12/31/2015,50.00,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Coast Surgery Center of South Bay,05C0001764,1275532889,Torrance,CA,90505,2015,0.000,,0.000,,0.000,,0.000,,996.48,,01/01/2015,12/31/2015,Yes,,5095,0,0,6,0,1836,0,3253,0,,01/01/2015,12/31/2015,72.73,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Digestive Diagnostic Center,05C0001676,1275548158,Daly City,CA,94015,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2000,2000,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,,N/A (5),2015/2016,82.35,,96.91,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Vantage Surgery Center,05C0001543,1275594012,Salinas,CA,93901,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,3642,0,3045,597,0,0,0,0,0,,01/01/2015,12/31/2015,97.14,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Alliance Surgical Center,05C0001839,1275638413,Fullerton,CA,92835,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Magnolia Plastic Surgery Cente,05C0001297,1275645699,Riverside,CA,92505,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Hospital Cir Surgery Center, Inc",05C0002037,1275883514,Westminster,CA,92683,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Salinas Surgery Center,05C0001262,1275892481,Salinas,CA,93901,2015,0.000,,0.898,,0.898,,1.797,,996.17,,01/01/2015,12/31/2015,Yes,,4499,28,309,60,45,540,0,3428,89,,01/01/2015,12/31/2015,92.25,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
"Nova Surgicenter, Inc",55C0001088,1285738682,Beverly Hills,CA,90212,2015,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Ventura Outpatient Surgery Inc,05C0001071,1285784132,Ventura,CA,93003,2015,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (1),01/01/2015,12/31/2015,,N/A (5),,,,,,,,,,N/A (5),01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Monterey Peninsula Surgery Center - Munras Ave,05C0001511,1285872945,Monterey,CA,93940,2015,2.331,,0.000,,0.000,,0.000,,969.70,,01/01/2015,12/31/2015,Yes,,1472,0,0,2,143,8,0,1319,0,,01/01/2015,12/31/2015,81.82,,2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Renaissance Ambulatory Surgery Center,05C0001702,1295072049,Palm Desert,CA,92260,2015,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2015,12/31/2015,Yes,,601,0,594,2,0,3,0,0,2,,01/01/2015,12/31/2015,,N/A (5),2015/2016,,N/A (5),,N/A (5),01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
Bay Area Endoscopy Center,05C0001665,1295142511,Hayward,CA,94541,2015,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2015,12/31/2015,Yes,,2883,2883,0,0,0,0,0,0,0,,01/01/2015,12/31/2015,95.65,,2015/2016,87.42,,100.0,,01/01/2015,12/31/2015,,N/A (5),01/01/2015,12/31/2015
