Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,PSI-90 Achievement Threshold,PSI-90 Benchmark,PSI-90 Baseline Rate,PSI-90 Performance Rate,PSI-90 Achievement Points,PSI-90 Improvement Points,PSI-90 Measure Score,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score
"050008","CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP","601 DUBOCE AVE","Roseville","CA","95747","SAN FRANCISCO","0.777936","0.547889","0.844718","0.756516","1 out of 10","2 out of 9","2 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","1.468","1.067","0 out of 10","2 out of 9","2 out of 10","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.826","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.647","1.280","0 out of 10","0 out of 9","0 out of 10"
"050009","QUEEN OF THE VALLEY MEDICAL CENTER","1000 TRANCAS ST","Napa","CA","94558","NAPA","0.777936","0.547889","0.820920","0.696926","4 out of 10","4 out of 9","4 out of 10","0.457","0.000","1.765","0.000","10 out of 10","9 out of 9","10 out of 10","0.845","0.000","5.156","0.707","2 out of 10","8 out of 9","8 out of 10","3 out of 10","0.751","0.000","0.451","0.517","3 out of 10","0 out of 9","3 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.106","0.000","10 out of 10","9 out of 9","10 out of 10","0.750","0.000","1.219","1.770","0 out of 10","0 out of 9","0 out of 10"
"050013","ST HELENA HOSPITAL","10 WOODLAND ROAD","Saint Helena","CA","94574","NAPA","0.777936","0.547889","0.997374","0.695537","4 out of 10","6 out of 9","6 out of 10","0.457","0.000","0.972","1.017","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","2.642","1.118","0 out of 10","5 out of 9","5 out of 10","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","1.485","1.382","0 out of 10","0 out of 9","0 out of 10"
"050014","SUTTER AMADOR HOSPITAL","200 MISSION BLVD","Jackson","CA","95642","AMADOR","0.777936","0.547889","0.674112","1.109582","0 out of 10","0 out of 9","0 out of 10","0.457","0.000","0.000","0.752","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","10 out of 10","0.751","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.216","0.638","2 out of 10","0 out of 9","2 out of 10"
"050017","MERCY GENERAL HOSPITAL","4001 J ST","Sacramento","CA","95819","SACRAMENTO","0.777936","0.547889","0.895218","0.708440","3 out of 10","5 out of 9","5 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","0.382","0.236","7 out of 10","3 out of 9","7 out of 10","3 out of 10","0.751","0.000","1.351","1.063","0 out of 10","2 out of 9","2 out of 10","0.698","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.799","0.000","0.623","0.757","1 out of 10","0 out of 9","1 out of 10","0.750","0.000","1.273","1.143","0 out of 10","1 out of 9","1 out of 10"
"050018","PACIFIC ALLIANCE MEDICAL CENTER","531 W COLLEGE ST","Los Angeles","CA","90012","LOS ANGELES","0.777936","0.547889","0.581886","0.542204","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","0.984","0 out of 10","Not Available","0 out of 10","0.845","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0 out of 10","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","0.940","0 out of 10","Not Available","0 out of 10","0.799","0.000","0.746","2.405","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.296","0.771","0 out of 10","0 out of 9","0 out of 10"
"050022","RIVERSIDE COMMUNITY HOSPITAL","4445 MAGNOLIA AVENUE","Riverside","CA","92501","RIVERSIDE","0.777936","0.547889","0.663665","0.396963","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.497","0.285","4 out of 10","4 out of 9","4 out of 10","0.845","0.000","1.478","0.703","2 out of 10","5 out of 9","5 out of 10","0 out of 10","0.751","0.000","1.526","2.887","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.427","2.549","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","1.358","1.707","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","1.633","1.586","0 out of 10","0 out of 9","0 out of 10"
"050025","UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER","200 WEST ARBOR DRIVE","San Diego","CA","92103","SAN DIEGO","0.777936","0.547889","0.718226","0.604361","7 out of 10","6 out of 9","7 out of 10","0.457","0.000","0.574","0.871","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","2.227","0.611","3 out of 10","7 out of 9","7 out of 10","1 out of 10","0.751","0.000","1.832","1.953","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","4.591","1.594","0 out of 10","6 out of 9","6 out of 10","0.799","0.000","0.780","1.177","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","1.374","1.387","0 out of 10","0 out of 9","0 out of 10"
"050026","GROSSMONT HOSPITAL","5555 GROSSMONT CENTER DRIVE BOX 58","La Mesa","CA","91942","SAN DIEGO","0.777936","0.547889","1.187676","0.397722","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.160","0.394","2 out of 10","0 out of 9","2 out of 10","0.845","0.000","0.129","0.967","0 out of 10","0 out of 9","0 out of 10","3 out of 10","0.751","0.000","0.000","0.629","2 out of 10","0 out of 9","2 out of 10","0.698","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.799","0.000","0.575","1.144","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.736","1.479","0 out of 10","0 out of 9","0 out of 10"
"050028","MAD RIVER COMMUNITY HOSPITAL","3800 JANES RD","Arcata","CA","95521","HUMBOLDT","0.777936","0.547889","0.748409","0.626462","6 out of 10","6 out of 9","6 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.219","0.000","10 out of 10","9 out of 9","10 out of 10"
"050030","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","Oroville","CA","95966","BUTTE","0.777936","0.547889","0.724686","0.338750","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","3.351","0.000","10 out of 10","9 out of 9","10 out of 10","0.845","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.556","1.229","0 out of 10","2 out of 9","2 out of 10","0.750","0.000","1.390","0.368","5 out of 10","7 out of 9","7 out of 10"
"050036","BAKERSFIELD MEMORIAL HOSPITAL","420 34TH ST BOX","Bakersfield","CA","93301","KERN","0.777936","0.547889","0.650805","0.692836","4 out of 10","0 out of 9","4 out of 10","0.457","0.000","0.088","0.567","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.017","0.802","1 out of 10","2 out of 9","2 out of 10","10 out of 10","0.751","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.698","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.799","0.000","0.858","0.548","3 out of 10","3 out of 9","3 out of 10","0.750","0.000","1.015","1.129","0 out of 10","0 out of 9","0 out of 10"
"050038","SANTA CLARA VALLEY MEDICAL CENTER","751 SOUTH BASCOM AVENUE","San Jose","CA","95128","SANTA CLARA","0.777936","0.547889","1.149592","0.588279","8 out of 10","9 out of 9","9 out of 10","0.457","0.000","0.315","0.612","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","0.874","0.915","0 out of 10","0 out of 9","0 out of 10","0 out of 10","0.751","0.000","2.202","2.416","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.517","1.302","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","0.335","0.619","3 out of 10","0 out of 9","3 out of 10","0.750","0.000","0.618","0.976","0 out of 10","0 out of 9","0 out of 10"
"050039","ENLOE MEDICAL CENTER","1531 ESPLANADE","Chico","CA","95926","BUTTE","0.777936","0.547889","0.850880","0.434958","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","0.118","0.618","3 out of 10","0 out of 9","3 out of 10","10 out of 10","0.751","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.497","0.821","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.872","0.784","0 out of 10","1 out of 9","1 out of 10"
"050040","LAC/OLIVE VIEW-UCLA MEDICAL CENTER","14445 OLIVE VIEW DRIVE","Sylmar","CA","91342","LOS ANGELES","0.777936","0.547889","0.986042","0.621265","7 out of 10","8 out of 9","8 out of 10","0.457","0.000","0.772","0.325","3 out of 10","5 out of 9","5 out of 10","0.845","0.000","1.599","0.177","8 out of 10","8 out of 9","8 out of 10","1 out of 10","0.751","0.000","0.611","0.652","2 out of 10","0 out of 9","2 out of 10","0.698","0.000","0.000","1.353","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","0.497","2.541","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.723","0.654","2 out of 10","0 out of 9","2 out of 10"
"050042","ST ELIZABETH COMMUNITY HOSPITAL","2550 SISTER MARY COLUMBA DRIVE","Red Bluff","CA","96080","TEHAMA","0.777936","0.547889","0.578350","0.489807","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.845","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","10 out of 10","0.751","0.000","Not Available","0.000","10 out of 10","Not Available","10 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","0.000","0.411","5 out of 10","0 out of 9","5 out of 10"
"050043","ALTA BATES SUMMIT MEDICAL CENTER","350 HAWTHORNE AVENUE","Oakland","CA","94609","ALAMEDA","0.777936","0.547889","0.916617","0.733643","2 out of 10","4 out of 9","4 out of 10","0.457","0.000","0.000","0.352","3 out of 10","0 out of 9","3 out of 10","0.845","0.000","0.380","0.197","7 out of 10","4 out of 9","7 out of 10","0 out of 10","0.751","0.000","0.962","1.222","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.652","0.557","3 out of 10","1 out of 9","3 out of 10","0.750","0.000","1.219","0.955","0 out of 10","2 out of 9","2 out of 10"
"050045","EL CENTRO REGIONAL MEDICAL CENTER","1415 ROSS AVENUE","El Centro","CA","92243","IMPERIAL","0.777936","0.547889","0.655911","0.545875","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","1.375","2.201","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.340","0.540","4 out of 10","5 out of 9","5 out of 10","3 out of 10","0.751","0.000","2.261","1.519","0 out of 10","3 out of 9","3 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.670","0.978","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","1.098","0.983","0 out of 10","1 out of 9","1 out of 10"
"050047","CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP","2333 BUCHANAN STREET","Roseville","CA","95747","SAN FRANCISCO","0.777936","0.547889","0.722055","0.612338","7 out of 10","6 out of 9","7 out of 10","0.457","0.000","0.147","0.600","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.594","1.206","0 out of 10","2 out of 9","2 out of 10","5 out of 10","0.751","0.000","1.476","0.443","4 out of 10","6 out of 9","6 out of 10","0.698","0.000","0.000","0.811","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","0.782","0.998","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.838","1.340","0 out of 10","0 out of 9","0 out of 10"
"050054","SAN GORGONIO MEMORIAL HOSPITAL","600 NORTH HIGHLAND SPRINGS AVENUE","Banning","CA","92220","RIVERSIDE","0.777936","0.547889","0.856982","0.606247","7 out of 10","8 out of 9","8 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","0.000","1.216","0 out of 10","0 out of 9","0 out of 10","Not Available","0.751","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","0.550","Not Available","Not Available","Not Available","Not Available","0.750","0.000","1.925","2.383","0 out of 10","0 out of 9","0 out of 10"
"050055","CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS","3555 CESAR CHAVEZ STREET","San Francisco","CA","94110","SAN FRANCISCO","0.777936","0.547889","0.783361","0.838777","0 out of 10","0 out of 9","0 out of 10","0.457","0.000","0.000","0.000","10 out of 10","0 out of 9","10 out of 10","0.845","0.000","0.000","1.172","0 out of 10","0 out of 9","0 out of 10","Not Available","0.751","0.000","1.797","Not Available","Not Available","Not Available","Not Available","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.750","0.000","1.457","0.654","2 out of 10","5 out of 9","5 out of 10"
"050056","ANTELOPE VALLEY HOSPITAL","1600 W AVE J","Lancaster","CA","93534","LOS ANGELES","0.777936","0.547889","0.878588","1.043093","0 out of 10","0 out of 9","0 out of 10","0.457","0.000","0.393","2.019","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","1.257","0.977","0 out of 10","2 out of 9","2 out of 10","8 out of 10","0.751","0.000","2.150","0.133","8 out of 10","9 out of 9","9 out of 10","0.698","0.000","0.619","0.431","4 out of 10","3 out of 9","4 out of 10","0.799","0.000","1.054","0.667","2 out of 10","3 out of 9","3 out of 10","0.750","0.000","0.950","1.016","0 out of 10","0 out of 9","0 out of 10"
"050057","KAWEAH DELTA MEDICAL CENTER","400 W MINERAL KING AVE","Visalia","CA","93291","TULARE","0.777936","0.547889","1.049934","0.348002","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.104","0.350","3 out of 10","0 out of 9","3 out of 10","0.845","0.000","0.119","0.746","2 out of 10","0 out of 9","2 out of 10","0 out of 10","0.751","0.000","0.300","2.239","0 out of 10","0 out of 9","0 out of 10","0.698","0.000","0.000","2.799","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","0.752","0.578","3 out of 10","2 out of 9","3 out of 10","0.750","0.000","0.579","0.721","1 out of 10","0 out of 9","1 out of 10"
"050058","GLENDALE MEM HOSPITAL & HLTH CENTER","1420 S CENTRAL AVE","Glendale","CA","91204","LOS ANGELES","0.777936","0.547889","0.685499","0.459467","10 out of 10","9 out of 9","10 out of 10","0.457","0.000","0.000","0.189","6 out of 10","0 out of 9","6 out of 10","0.845","0.000","1.840","0.460","5 out of 10","7 out of 9","7 out of 10","5 out of 10","0.751","0.000","0.886","0.393","5 out of 10","5 out of 9","5 out of 10","0.698","0.000","Not Available","Not Available","Not Available","Not Available","Not Available","0.799","0.000","1.155","0.214","7 out of 10","8 out of 9","8 out of 10","0.750","0.000","0.832","1.509","0 out of 10","0 out of 9","0 out of 10"
"050060","COMMUNITY REGIONAL MEDICAL CENTER","2823 FRESNO STREET","Fresno","CA","93721","FRESNO","0.777936","0.547889","1.082304","0.665002","5 out of 10","7 out of 9","7 out of 10","0.457","0.000","0.807","1.044","0 out of 10","0 out of 9","0 out of 10","0.845","0.000","2.063","1.874","0 out of 10","0 out of 9","0 out of 10","1 out of 10","0.751","0.000","1.319","1.134","0 out of 10","1 out of 9","1 out of 10","0.698","0.000","0.333","1.137","0 out of 10","0 out of 9","0 out of 10","0.799","0.000","0.928","1.145","0 out of 10","0 out of 9","0 out of 10","0.750","0.000","0.861","0.988","0 out of 10","0 out of 9","0 out of 10"
