Provider Number,Hospital Name,Address,City,State,ZIP Code,County Name,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score
"050575","GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER","21530 S PIONEER BLVD","Hawaiian Gardens","CA","90716","LOS ANGELES","0.851458","0.871669","0.858026","0.871779","Not Available","Not Available","Not Available","0.881794","0.903985","0.904729","0.904807","10 out of 10","9 out of 9","10 out of 10","0.882986","0.908124","0.899761","0.908756","10 out of 10","9 out of 9","10 out of 10"
"050580","LA PALMA INTERCOMMUNITY HOSPITAL","7901 WALKER STREET","La Palma","CA","90623","ORANGE","0.851458","0.871669","0.859670","0.865522","7 out of 10","4 out of 9","7 out of 10","0.881794","0.903985","0.896759","0.887301","3 out of 10","0 out of 9","3 out of 10","0.882986","0.908124","0.871416","0.903253","8 out of 10","8 out of 9","8 out of 10"
"050581","LAKEWOOD REGIONAL MEDICAL CENTER","3700 E SOUTH ST","Lakewood","CA","90712","LOS ANGELES","0.851458","0.871669","0.846641","0.861714","5 out of 10","6 out of 9","6 out of 10","0.881794","0.903985","0.889655","0.883623","1 out of 10","0 out of 9","1 out of 10","0.882986","0.908124","0.876620","0.900074","7 out of 10","7 out of 9","7 out of 10"
"050586","CHINO VALLEY MEDICAL CENTER","5451 WALNUT AVE","Chino","CA","91710","SAN BERNARDINO","0.851458","0.871669","0.858050","0.862089","Not Available","Not Available","Not Available","0.881794","0.903985","0.885777","0.887771","Not Available","Not Available","Not Available","0.882986","0.908124","0.895182","0.889373","Not Available","Not Available","Not Available"
"050588","SAN DIMAS COMMUNITY HOSPITAL","1350 W COVINA BLVD","San Dimas","CA","91773","LOS ANGELES","0.851458","0.871669","0.856033","0.867604","Not Available","Not Available","Not Available","0.881794","0.903985","0.887091","0.881253","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.884762","0.908825","10 out of 10","9 out of 9","10 out of 10"
"050589","PLACENTIA LINDA HOSPITAL","1301 N ROSE DRIVE","Placentia","CA","92870","ORANGE","0.851458","0.871669","0.851632","0.855099","Not Available","Not Available","Not Available","0.881794","0.903985","0.885435","0.887109","3 out of 10","0 out of 9","3 out of 10","0.882986","0.908124","0.881211","0.875220","0 out of 10","0 out of 9","0 out of 10"
"050590","METHODIST HOSPITAL OF SACRAMENTO","7500 HOSPITAL DRIVE","Sacramento","CA","95823","SACRAMENTO","0.851458","0.871669","0.839326","0.861795","5 out of 10","Not Available","5 out of 10","0.881794","0.903985","0.882506","0.876873","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.858453","0.892567","4 out of 10","6 out of 9","6 out of 10"
"050597","FOOTHILL PRESBYTERIAN HOSPITAL","250 S GRAND AVE","Glendora","CA","91740","LOS ANGELES","0.851458","0.871669","0.851055","0.862033","5 out of 10","5 out of 9","5 out of 10","0.881794","0.903985","0.872630","0.892602","5 out of 10","6 out of 9","6 out of 10","0.882986","0.908124","0.888270","0.908713","10 out of 10","9 out of 9","10 out of 10"
"050599","UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER","2315 STOCKTON BOULEVARD","Sacramento","CA","95817","SACRAMENTO","0.851458","0.871669","0.878919","0.870184","9 out of 10","0 out of 9","9 out of 10","0.881794","0.903985","0.905909","0.895461","6 out of 10","0 out of 9","6 out of 10","0.882986","0.908124","0.898166","0.899353","6 out of 10","1 out of 9","6 out of 10"
"050603","SADDLEBACK MEMORIAL MEDICAL CENTER","24451 HEALTH CENTER DRIVE","Laguna Hills","CA","92653","ORANGE","0.851458","0.871669","0.843594","0.861600","5 out of 10","6 out of 9","6 out of 10","0.881794","0.903985","0.890304","0.871990","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.890410","0.902577","8 out of 10","6 out of 9","8 out of 10"
"050604","KAISER FOUNDATION HOSPITAL-SAN JOSE","250 HOSPITAL PARKWAY","San Jose","CA","95119","SANTA CLARA","0.851458","0.871669","0.838866","0.857533","Not Available","Not Available","Not Available","0.881794","0.903985","0.877299","0.876446","Not Available","Not Available","Not Available","0.882986","0.908124","0.881841","0.885363","Not Available","Not Available","Not Available"
"050608","DELANO REGIONAL MEDICAL CENTER","1401 GARCES HIGHWAY","Delano","CA","93215","KERN","0.851458","0.871669","0.847651","0.856991","Not Available","Not Available","Not Available","0.881794","0.903985","0.883597","0.878771","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.802893","0.867386","0 out of 10","6 out of 9","6 out of 10"
"050609","KAISER FOUNDATION HOSPITAL - ORANGE COUNTY - ANAHE","3440 E LA PALMA AVE","Anaheim","CA","92806","ORANGE","0.851458","0.871669","0.845901","0.860183","Not Available","Not Available","Not Available","0.881794","0.903985","0.885416","0.884813","Not Available","Not Available","Not Available","0.882986","0.908124","0.853379","0.891795","Not Available","Not Available","Not Available"
"050616","ST JOHNS PLEASANT VALLEY HOSPITAL","2309 ANTONIO AVE","Camarillo","CA","93010","VENTURA","0.851458","0.871669","0.863377","0.864366","6 out of 10","1 out of 9","6 out of 10","0.881794","0.903985","0.868076","0.878875","0 out of 10","3 out of 9","3 out of 10","0.882986","0.908124","0.871850","0.888491","2 out of 10","4 out of 9","4 out of 10"
"050624","HENRY MAYO NEWHALL  HOSPITAL","23845  MCBEAN PKWY","Valencia","CA","91355","LOS ANGELES","0.851458","0.871669","0.850905","0.880405","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.890495","0.897425","7 out of 10","5 out of 9","7 out of 10","0.882986","0.908124","0.909868","0.909979","10 out of 10","9 out of 9","10 out of 10"
"050625","CEDARS-SINAI MEDICAL CENTER","8700 BEVERLY BLVD","Los Angeles","CA","90048","LOS ANGELES","0.851458","0.871669","0.870113","0.886893","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.915085","0.925314","10 out of 10","9 out of 9","10 out of 10","0.882986","0.908124","0.932516","0.916966","10 out of 10","0 out of 9","10 out of 10"
"050633","TWIN CITIES COMMUNITY HOSPITAL","1100 LAS TABLAS RD","Templeton","CA","93465","SAN LUIS OBISPO","0.851458","0.871669","0.841050","0.848994","Not Available","Not Available","Not Available","0.881794","0.903985","0.853756","0.885139","2 out of 10","6 out of 9","6 out of 10","0.882986","0.908124","0.865787","0.861063","0 out of 10","0 out of 9","0 out of 10"
"050636","POMERADO HOSPITAL","15615 POMERADO ROAD","Poway","CA","92064","SAN DIEGO","0.851458","0.871669","0.843305","0.865951","Not Available","Not Available","Not Available","0.881794","0.903985","0.873981","0.882168","1 out of 10","2 out of 9","2 out of 10","0.882986","0.908124","0.866595","0.885397","1 out of 10","4 out of 9","4 out of 10"
"050641","EAST LOS ANGELES DOCTORS HOSPITAL","4060 WHITTIER BLVD","Los Angeles","CA","90023","LOS ANGELES","0.851458","0.871669","0.857624","0.867907","Not Available","Not Available","Not Available","0.881794","0.903985","0.899344","0.886365","Not Available","Not Available","Not Available","0.882986","0.908124","0.894813","0.891387","Not Available","Not Available","Not Available"
"050663","LOS ANGELES COMMUNITY HOSPITAL","4081 E OLYMPIC BLVD","Los Angeles","CA","90023","LOS ANGELES","0.851458","0.871669","0.864751","0.868333","Not Available","Not Available","Not Available","0.881794","0.903985","0.897726","0.898913","7 out of 10","1 out of 9","7 out of 10","0.882986","0.908124","0.918068","0.908389","10 out of 10","0 out of 9","10 out of 10"
"050674","KAISER FOUNDATION HOSP SO SACRAMENTO","6600 BRUCEVILLE ROAD","Sacramento","CA","95823","SACRAMENTO","0.851458","0.871669","0.853818","0.861988","Not Available","Not Available","Not Available","0.881794","0.903985","0.881723","0.895442","6 out of 10","Not Available","6 out of 10","0.882986","0.908124","0.871952","0.890565","Not Available","Not Available","Not Available"
"050677","KAISER FOUNDATION HOSPITAL - WOODLAND HILLS","5601 DE SOTO","Woodland Hills","CA","91367","LOS ANGELES","0.851458","0.871669","0.849897","0.863153","Not Available","Not Available","Not Available","0.881794","0.903985","0.878168","0.880688","Not Available","Not Available","Not Available","0.882986","0.908124","0.886168","0.890466","Not Available","Not Available","Not Available"
"050678","ORANGE COAST MEMORIAL MEDICAL CENTER","9920 TALBERT AVENUE","Fountain Valley","CA","92708","ORANGE","0.851458","0.871669","0.855199","0.882171","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.897949","0.877413","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.899848","0.902608","8 out of 10","3 out of 9","8 out of 10"
"050684","MENIFEE VALLEY MEDICAL CENTER","28400 MCCALL B0ULEVARD","Menifee","CA","92585","RIVERSIDE","0.851458","0.871669","0.854965","0.867143","7 out of 10","7 out of 9","7 out of 10","0.881794","0.903985","0.877795","0.873559","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.859493","0.898549","6 out of 10","8 out of 9","8 out of 10"
"050686","KAISER FOUNDATION HOSPITAL, RIVERSIDE","10800 MAGNOLIA AVENUE","Riverside","CA","92505","RIVERSIDE","0.851458","0.871669","0.853220","0.865014","Not Available","Not Available","Not Available","0.881794","0.903985","0.884740","0.881981","Not Available","Not Available","Not Available","0.882986","0.908124","0.888730","0.885697","Not Available","Not Available","Not Available"
"050688","SAINT LOUISE REGIONAL HOSPITAL","9400 NO NAME UNO","Gilroy","CA","95020","SANTA CLARA","0.851458","0.871669","0.851428","0.851477","Not Available","Not Available","Not Available","0.881794","0.903985","0.877854","0.869974","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.900194","0.875522","0 out of 10","0 out of 9","0 out of 10"
"050689","SAN RAMON REGIONAL MEDICAL CTR","6001 NORRIS CANYON ROAD","San Ramon","CA","94583","CONTRA COSTA","0.851458","0.871669","0.852063","0.851347","0 out of 10","0 out of 9","0 out of 10","0.881794","0.903985","0.888196","0.890080","4 out of 10","1 out of 9","4 out of 10","0.882986","0.908124","0.898297","0.899403","6 out of 10","1 out of 9","6 out of 10"
"050690","KAISER FOUNDATION HOSPITAL-SANTA ROSA","401 BICENTENNIAL WAY","Santa Rosa","CA","95403","SONOMA","0.851458","0.871669","0.849675","0.863789","Not Available","Not Available","Not Available","0.881794","0.903985","0.883893","0.884289","Not Available","Not Available","Not Available","0.882986","0.908124","0.885219","0.889663","Not Available","Not Available","Not Available"
"050696","KECK HOSPITAL OF USC","1500 SAN PABLO ST","Los Angeles","CA","90033","LOS ANGELES","0.851458","0.871669","0.848383","0.857931","Not Available","Not Available","Not Available","0.881794","0.903985","0.881688","0.897429","7 out of 10","7 out of 9","7 out of 10","0.882986","0.908124","0.893453","0.893926","Not Available","Not Available","Not Available"
"050697","PATIENTS' HOSPITAL OF REDDING","2900 EUREKA WAY","Redding","CA","96001","SHASTA","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"050701","SOUTHWEST HEALTHCARE SYSTEM","25500 MEDICAL CENTER DRIVE","Murrieta","CA","92562","RIVERSIDE","0.851458","0.871669","0.845107","0.865308","7 out of 10","7 out of 9","7 out of 10","0.881794","0.903985","0.875506","0.868623","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.856423","0.875049","0 out of 10","3 out of 9","3 out of 10"
"050704","MISSION COMMUNITY HOSPITAL","14850 ROSCOE BLVD","Panorama City","CA","91402","LOS ANGELES","0.851458","0.871669","0.848897","0.866779","Not Available","Not Available","Not Available","0.881794","0.903985","0.884257","0.909210","10 out of 10","9 out of 9","10 out of 10","0.882986","0.908124","0.886656","0.891989","4 out of 10","2 out of 9","4 out of 10"
"050708","FRESNO SURGICAL HOSPITAL","6125 NORTH FRESNO ST","Fresno","CA","93710","FRESNO","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"050709","DESERT VALLEY HOSPITAL","16850 BEAR VALLEY RD","Victorville","CA","92395","SAN BERNARDINO","0.851458","0.871669","0.860997","0.857309","3 out of 10","0 out of 9","3 out of 10","0.881794","0.903985","0.904200","0.912350","10 out of 10","9 out of 9","10 out of 10","0.882986","0.908124","0.906267","0.906076","9 out of 10","0 out of 9","9 out of 10"
"050710","KAISER FOUNDATION HOSPITAL - FRESNO","7300 NORTH FRESNO ST","Fresno","CA","93720","FRESNO","0.851458","0.871669","0.852558","0.863849","Not Available","Not Available","Not Available","0.881794","0.903985","0.879056","0.884398","Not Available","Not Available","Not Available","0.882986","0.908124","0.884758","0.889209","Not Available","Not Available","Not Available"
"050714","SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ","2900 CHANTICLEER AVENUE","Santa Cruz","CA","95065","SANTA CRUZ","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"050717","LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR","7601 EAST IMPERIAL HIGHWAY","Downey","CA","90242","LOS ANGELES","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","0.883000","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","0.883261","0.888824","Not Available","Not Available","Not Available"
"050723","KAISER FOUNDATION HOSPITAL - BALDWIN PARK","1011 BALDWIN PARK BLVD","Baldwin Park","CA","91706","LOS ANGELES","0.851458","0.871669","0.853531","0.863774","Not Available","Not Available","Not Available","0.881794","0.903985","0.883704","0.880211","Not Available","Not Available","Not Available","0.882986","0.908124","0.876606","0.889729","Not Available","Not Available","Not Available"
"050724","BAKERSFIELD HEART HOSPITAL","3001 SILLECT AVENUE","Bakersfield","CA","93308","KERN","0.851458","0.871669","0.845612","0.854607","2 out of 10","3 out of 9","3 out of 10","0.881794","0.903985","0.887339","0.889042","3 out of 10","1 out of 9","3 out of 10","0.882986","0.908124","0.895808","0.885183","1 out of 10","0 out of 9","1 out of 10"
"050726","STANISLAUS SURGICAL HOSPITAL","1421 OAKDALE ROAD","Modesto","CA","95355","STANISLAUS","0.851458","0.871669","Not Available","Not Available","Not Available","Not Available","Not Available","0.881794","0.903985","Not Available","Not Available","Not Available","Not Available","Not Available","0.882986","0.908124","Not Available","Not Available","Not Available","Not Available","Not Available"
"050727","COMMUNITY HOSPITAL OF LONG BEACH","1720 TERMINO AVENUE","Long Beach","CA","90804","LOS ANGELES","0.851458","0.871669","0.837249","0.856790","3 out of 10","Not Available","3 out of 10","0.881794","0.903985","0.880971","0.869514","0 out of 10","0 out of 9","0 out of 10","0.882986","0.908124","0.857956","0.879514","0 out of 10","4 out of 9","4 out of 10"
"050735","WHITTIER HOSPITAL MEDICAL CENTER","9080 COLIMA RD","Whittier","CA","90605","LOS ANGELES","0.851458","0.871669","0.853502","0.862464","5 out of 10","4 out of 9","5 out of 10","0.881794","0.903985","0.887838","0.893579","5 out of 10","3 out of 9","5 out of 10","0.882986","0.908124","0.896445","0.885531","1 out of 10","0 out of 9","1 out of 10"
"050736","MONTEREY PARK HOSPITAL","900 S ATLANTIC BLVD","Monterey Park","CA","91754","LOS ANGELES","0.851458","0.871669","0.853128","0.868968","Not Available","Not Available","Not Available","0.881794","0.903985","0.902456","0.882985","1 out of 10","0 out of 9","1 out of 10","0.882986","0.908124","0.892463","0.879374","0 out of 10","0 out of 9","0 out of 10"
"050737","GARFIELD MEDICAL CENTER","525 N GARFIELD AVE","Monterey Park","CA","91754","LOS ANGELES","0.851458","0.871669","0.868261","0.869172","8 out of 10","2 out of 9","8 out of 10","0.881794","0.903985","0.890660","0.911600","10 out of 10","9 out of 9","10 out of 10","0.882986","0.908124","0.906579","0.919204","10 out of 10","9 out of 9","10 out of 10"
"050738","GREATER EL MONTE COMMUNITY HOSPITAL","1701 SANTA ANITA AVE","South El Monte","CA","91733","LOS ANGELES","0.851458","0.871669","0.848972","0.866897","Not Available","Not Available","Not Available","0.881794","0.903985","0.893461","0.884189","Not Available","Not Available","Not Available","0.882986","0.908124","0.895494","0.898459","6 out of 10","2 out of 9","6 out of 10"
"050739","CENTINELA HOSPITAL MEDICAL CENTER","555 EAST HARDY STREET","Inglewood","CA","90301","LOS ANGELES","0.851458","0.871669","0.869335","0.886886","10 out of 10","9 out of 9","10 out of 10","0.881794","0.903985","0.933052","0.926090","10 out of 10","0 out of 9","10 out of 10","0.882986","0.908124","0.921671","0.917034","10 out of 10","0 out of 9","10 out of 10"
"050740","MARINA DEL REY HOSPITAL","4650 LINCOLN BLVD","Marina Del Rey","CA","90292","LOS ANGELES","0.851458","0.871669","0.858373","0.869138","8 out of 10","8 out of 9","8 out of 10","0.881794","0.903985","0.888067","0.890467","4 out of 10","1 out of 9","4 out of 10","0.882986","0.908124","0.889303","0.910164","10 out of 10","9 out of 9","10 out of 10"
"050742","OLYMPIA MEDICAL CENTER","5900 WEST OLYMPIC BOULEVARD","Los Angeles","CA","90036","LOS ANGELES","0.851458","0.871669","0.862922","0.863888","6 out of 10","1 out of 9","6 out of 10","0.881794","0.903985","0.915562","0.906621","10 out of 10","0 out of 9","10 out of 10","0.882986","0.908124","0.919307","0.892335","4 out of 10","0 out of 9","4 out of 10"
"050744","ANAHEIM GLOBAL MEDICAL CENTER","1025 S ANAHEIM BLVD","Anaheim","CA","92805","ORANGE","0.851458","0.871669","0.845935","0.865850","Not Available","Not Available","Not Available","0.881794","0.903985","0.873989","0.879571","Not Available","Not Available","Not Available","0.882986","0.908124","0.866737","0.883937","Not Available","Not Available","Not Available"
