Hospital Name,Provider Number,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
"NANTICOKE MEMORIAL HOSPITAL","080006","DE","READM-30-COPD-HRRP","332"," ","1.0408","19.9844","19.2014","69","01-JUL-12","30-JUN-15"
"NANTICOKE MEMORIAL HOSPITAL","080006","DE","READM-30-HF-HRRP","557"," ","0.9552","21.8776","22.9047","119","01-JUL-12","30-JUN-15"
"NANTICOKE MEMORIAL HOSPITAL","080006","DE","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9118","4.0220","4.4112","Too Few to Report","01-JUL-12","30-JUN-15"
"NANTICOKE MEMORIAL HOSPITAL","080006","DE","READM-30-PN-HRRP","531"," ","0.9431","16.3901","17.3794","84","01-JUL-12","30-JUN-15"
"BEEBE MEDICAL CENTER","080007","DE","READM-30-AMI-HRRP","349"," ","1.0177","14.8994","14.6406","53","01-JUL-12","30-JUN-15"
"BEEBE MEDICAL CENTER","080007","DE","READM-30-CABG-HRRP","149"," ","1.1103","14.3407","12.9159","25","01-JUL-12","30-JUN-15"
"BEEBE MEDICAL CENTER","080007","DE","READM-30-COPD-HRRP","472"," ","1.0379","18.9722","18.2786","92","01-JUL-12","30-JUN-15"
"BEEBE MEDICAL CENTER","080007","DE","READM-30-HF-HRRP","854"," ","0.9597","20.6690","21.5378","174","01-JUL-12","30-JUN-15"
"BEEBE MEDICAL CENTER","080007","DE","READM-30-HIP-KNEE-HRRP","1017"," ","0.6154","2.6863","4.3654","18","01-JUL-12","30-JUN-15"
"BEEBE MEDICAL CENTER","080007","DE","READM-30-PN-HRRP","1133"," ","1.0316","16.9814","16.4610","194","01-JUL-12","30-JUN-15"
"BAYHEALTH - MILFORD MEMORIAL HOSPITAL","080009","DE","READM-30-AMI-HRRP","86"," ","1.0131","20.0027","19.7440","18","01-JUL-12","30-JUN-15"
"BAYHEALTH - MILFORD MEMORIAL HOSPITAL","080009","DE","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"BAYHEALTH - MILFORD MEMORIAL HOSPITAL","080009","DE","READM-30-COPD-HRRP","313"," ","0.9855","17.8752","18.1385","55","01-JUL-12","30-JUN-15"
"BAYHEALTH - MILFORD MEMORIAL HOSPITAL","080009","DE","READM-30-HF-HRRP","358"," ","0.9282","20.8392","22.4521","70","01-JUL-12","30-JUN-15"
"BAYHEALTH - MILFORD MEMORIAL HOSPITAL","080009","DE","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.0533","5.3206","5.0513","Too Few to Report","01-JUL-12","30-JUN-15"
"BAYHEALTH - MILFORD MEMORIAL HOSPITAL","080009","DE","READM-30-PN-HRRP","470"," ","1.0853","18.2412","16.8079","90","01-JUL-12","30-JUN-15"
"GEORGE WASHINGTON UNIV HOSPITAL","090001","DC","READM-30-AMI-HRRP","187"," ","1.1109","17.5535","15.8014","39","01-JUL-12","30-JUN-15"
"GEORGE WASHINGTON UNIV HOSPITAL","090001","DC","READM-30-CABG-HRRP","Not Available"," ","0.9519","13.9954","14.7023","Too Few to Report","01-JUL-12","30-JUN-15"
"GEORGE WASHINGTON UNIV HOSPITAL","090001","DC","READM-30-COPD-HRRP","145"," ","1.0279","19.4328","18.9050","30","01-JUL-12","30-JUN-15"
"GEORGE WASHINGTON UNIV HOSPITAL","090001","DC","READM-30-HF-HRRP","301"," ","1.0538","22.5092","21.3607","71","01-JUL-12","30-JUN-15"
"GEORGE WASHINGTON UNIV HOSPITAL","090001","DC","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9215","3.7163","4.0329","Too Few to Report","01-JUL-12","30-JUN-15"
"GEORGE WASHINGTON UNIV HOSPITAL","090001","DC","READM-30-PN-HRRP","263"," ","1.0818","17.8374","16.4888","51","01-JUL-12","30-JUN-15"
"HOWARD UNIVERSITY HOSPITAL","090003","DC","READM-30-AMI-HRRP","Not Available"," ","1.0084","15.7525","15.6216","Too Few to Report","01-JUL-12","30-JUN-15"
"HOWARD UNIVERSITY HOSPITAL","090003","DC","READM-30-CABG-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HOWARD UNIVERSITY HOSPITAL","090003","DC","READM-30-COPD-HRRP","112"," ","1.1037","21.7217","19.6804","31","01-JUL-12","30-JUN-15"
"HOWARD UNIVERSITY HOSPITAL","090003","DC","READM-30-HF-HRRP","187"," ","1.1459","24.3165","21.2203","54","01-JUL-12","30-JUN-15"
"HOWARD UNIVERSITY HOSPITAL","090003","DC","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"HOWARD UNIVERSITY HOSPITAL","090003","DC","READM-30-PN-HRRP","97"," ","1.1263","18.3814","16.3205","24","01-JUL-12","30-JUN-15"
"MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","090004","DC","READM-30-AMI-HRRP","Not Available"," ","1.0235","17.7742","17.3663","Too Few to Report","01-JUL-12","30-JUN-15"
"MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","090004","DC","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","090004","DC","READM-30-COPD-HRRP","103"," ","1.0831","21.8991","20.2181","28","01-JUL-12","30-JUN-15"
"MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","090004","DC","READM-30-HF-HRRP","148"," ","1.0851","24.8687","22.9189","42","01-JUL-12","30-JUN-15"
"MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","090004","DC","READM-30-HIP-KNEE-HRRP","387"," ","0.9917","4.4344","4.4714","17","01-JUL-12","30-JUN-15"
"MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL","090004","DC","READM-30-PN-HRRP","270"," ","1.0683","19.8026","18.5371","57","01-JUL-12","30-JUN-15"
"SIBLEY MEMORIAL HOSPITAL","090005","DC","READM-30-AMI-HRRP","Not Available"," ","1.0015","14.4285","14.4070","Too Few to Report","01-JUL-12","30-JUN-15"
"SIBLEY MEMORIAL HOSPITAL","090005","DC","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"SIBLEY MEMORIAL HOSPITAL","090005","DC","READM-30-COPD-HRRP","122"," ","0.9340","14.9850","16.0444","14","01-JUL-12","30-JUN-15"
"SIBLEY MEMORIAL HOSPITAL","090005","DC","READM-30-HF-HRRP","288"," ","0.9696","17.9905","18.5546","50","01-JUL-12","30-JUN-15"
"SIBLEY MEMORIAL HOSPITAL","090005","DC","READM-30-HIP-KNEE-HRRP","1244"," ","0.8982","3.7843","4.2131","45","01-JUL-12","30-JUN-15"
"SIBLEY MEMORIAL HOSPITAL","090005","DC","READM-30-PN-HRRP","583"," ","0.9779","13.3961","13.6990","77","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","090006","DC","READM-30-AMI-HRRP","73"," ","0.9690","19.0678","19.6778","12","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","090006","DC","READM-30-CABG-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","090006","DC","READM-30-COPD-HRRP","259"," ","1.0831","21.8448","20.1696","62","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","090006","DC","READM-30-HF-HRRP","516"," ","1.0597","23.1350","21.8308","123","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","090006","DC","READM-30-HIP-KNEE-HRRP","228"," ","1.4007","7.1420","5.0987","23","01-JUL-12","30-JUN-15"
"PROVIDENCE HOSPITAL","090006","DC","READM-30-PN-HRRP","328"," ","1.0115","18.4137","18.2045","61","01-JUL-12","30-JUN-15"
"UNITED MEDICAL CENTER","090008","DC","READM-30-AMI-HRRP","Not Available"," ","1.0031","20.7328","20.6678","Too Few to Report","01-JUL-12","30-JUN-15"
"UNITED MEDICAL CENTER","090008","DC","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"UNITED MEDICAL CENTER","090008","DC","READM-30-COPD-HRRP","161"," ","1.0454","19.9156","19.0503","35","01-JUL-12","30-JUN-15"
"UNITED MEDICAL CENTER","090008","DC","READM-30-HF-HRRP","208"," ","1.0709","25.2773","23.6042","57","01-JUL-12","30-JUN-15"
"UNITED MEDICAL CENTER","090008","DC","READM-30-HIP-KNEE-HRRP","Not Available","1","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"UNITED MEDICAL CENTER","090008","DC","READM-30-PN-HRRP","173"," ","1.0230","20.0993","19.6466","36","01-JUL-12","30-JUN-15"
"MEDSTAR WASHINGTON HOSPITAL CENTER","090011","DC","READM-30-AMI-HRRP","1360"," ","0.9653","17.2869","17.9087","233","01-JUL-12","30-JUN-15"
"MEDSTAR WASHINGTON HOSPITAL CENTER","090011","DC","READM-30-CABG-HRRP","682"," ","0.8306","12.9984","15.6487","82","01-JUL-12","30-JUN-15"
"MEDSTAR WASHINGTON HOSPITAL CENTER","090011","DC","READM-30-COPD-HRRP","438"," ","1.1124","22.5299","20.2525","106","01-JUL-12","30-JUN-15"
"MEDSTAR WASHINGTON HOSPITAL CENTER","090011","DC","READM-30-HF-HRRP","1555"," ","1.0577","23.5679","22.2819","370","01-JUL-12","30-JUN-15"
"MEDSTAR WASHINGTON HOSPITAL CENTER","090011","DC","READM-30-HIP-KNEE-HRRP","258"," ","1.0419","5.1128","4.9072","14","01-JUL-12","30-JUN-15"
"MEDSTAR WASHINGTON HOSPITAL CENTER","090011","DC","READM-30-PN-HRRP","506"," ","1.1656","20.3199","17.4325","111","01-JUL-12","30-JUN-15"
"UF HEALTH JACKSONVILLE","100001","FL","READM-30-AMI-HRRP","245"," ","1.1790","19.6260","16.6463","58","01-JUL-12","30-JUN-15"
"UF HEALTH JACKSONVILLE","100001","FL","READM-30-CABG-HRRP","57"," ","1.1681","16.5297","14.1513","15","01-JUL-12","30-JUN-15"
"UF HEALTH JACKSONVILLE","100001","FL","READM-30-COPD-HRRP","318"," ","1.0143","22.6448","22.3266","73","01-JUL-12","30-JUN-15"
"UF HEALTH JACKSONVILLE","100001","FL","READM-30-HF-HRRP","329"," ","1.1391","26.9221","23.6344","97","01-JUL-12","30-JUN-15"
"UF HEALTH JACKSONVILLE","100001","FL","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.0948","6.9498","6.3482","Too Few to Report","01-JUL-12","30-JUN-15"
"UF HEALTH JACKSONVILLE","100001","FL","READM-30-PN-HRRP","299"," ","1.1062","20.5960","18.6182","67","01-JUL-12","30-JUN-15"
"BETHESDA HOSPITAL EAST","100002","FL","READM-30-AMI-HRRP","413"," ","0.9648","16.9762","17.5959","68","01-JUL-12","30-JUN-15"
"BETHESDA HOSPITAL EAST","100002","FL","READM-30-CABG-HRRP","Not Available"," ","0.9557","13.5673","14.1964","Too Few to Report","01-JUL-12","30-JUN-15"
"BETHESDA HOSPITAL EAST","100002","FL","READM-30-COPD-HRRP","597"," ","1.0375","20.5236","19.7817","125","01-JUL-12","30-JUN-15"
"BETHESDA HOSPITAL EAST","100002","FL","READM-30-HF-HRRP","781"," ","1.0232","22.0983","21.5968","174","01-JUL-12","30-JUN-15"
"BETHESDA HOSPITAL EAST","100002","FL","READM-30-HIP-KNEE-HRRP","879"," ","0.8538","4.7910","5.6113","39","01-JUL-12","30-JUN-15"
"BETHESDA HOSPITAL EAST","100002","FL","READM-30-PN-HRRP","1007"," ","0.9625","16.3813","17.0189","163","01-JUL-12","30-JUN-15"
"ORLANDO HEALTH","100006","FL","READM-30-AMI-HRRP","547"," ","0.9874","17.8726","18.1008","97","01-JUL-12","30-JUN-15"
"ORLANDO HEALTH","100006","FL","READM-30-CABG-HRRP","171"," ","0.9389","13.5771","14.4606","21","01-JUL-12","30-JUN-15"
"ORLANDO HEALTH","100006","FL","READM-30-COPD-HRRP","791"," ","0.9985","19.7348","19.7651","156","01-JUL-12","30-JUN-15"
"ORLANDO HEALTH","100006","FL","READM-30-HF-HRRP","1162"," ","0.9144","20.6112","22.5405","234","01-JUL-12","30-JUN-15"
"ORLANDO HEALTH","100006","FL","READM-30-HIP-KNEE-HRRP","963"," ","1.0670","5.3707","5.0332","53","01-JUL-12","30-JUN-15"
"ORLANDO HEALTH","100006","FL","READM-30-PN-HRRP","1199"," ","0.9754","17.7905","18.2383","212","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL","100007","FL","READM-30-AMI-HRRP","890"," ","1.0705","17.6364","16.4753","161","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL","100007","FL","READM-30-CABG-HRRP","435"," ","1.2056","17.9802","14.9133","85","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL","100007","FL","READM-30-COPD-HRRP","2718"," ","1.1910","22.7802","19.1274","631","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL","100007","FL","READM-30-HF-HRRP","3620"," ","1.1432","25.3459","22.1715","926","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL","100007","FL","READM-30-HIP-KNEE-HRRP","3129"," ","1.1899","5.2925","4.4479","169","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL","100007","FL","READM-30-PN-HRRP","3346"," ","1.1321","19.3801","17.1190","655","01-JUL-12","30-JUN-15"
"BAPTIST HOSPITAL OF MIAMI","100008","FL","READM-30-AMI-HRRP","404"," ","0.9251","15.4765","16.7289","58","01-JUL-12","30-JUN-15"
"BAPTIST HOSPITAL OF MIAMI","100008","FL","READM-30-CABG-HRRP","Not Available"," ","0.9423","12.5786","13.3495","Too Few to Report","01-JUL-12","30-JUN-15"
"BAPTIST HOSPITAL OF MIAMI","100008","FL","READM-30-COPD-HRRP","533"," ","0.9769","22.4452","22.9757","118","01-JUL-12","30-JUN-15"
"BAPTIST HOSPITAL OF MIAMI","100008","FL","READM-30-HF-HRRP","905"," ","1.0288","23.4492","22.7936","214","01-JUL-12","30-JUN-15"
"BAPTIST HOSPITAL OF MIAMI","100008","FL","READM-30-HIP-KNEE-HRRP","534"," ","0.8561","4.5030","5.2597","21","01-JUL-12","30-JUN-15"
"BAPTIST HOSPITAL OF MIAMI","100008","FL","READM-30-PN-HRRP","884"," ","1.0335","18.8079","18.1984","168","01-JUL-12","30-JUN-15"
"UNIVERSITY OF MIAMI HOSPITAL","100009","FL","READM-30-AMI-HRRP","158"," ","0.9948","19.8206","19.9233","31","01-JUL-12","30-JUN-15"
"UNIVERSITY OF MIAMI HOSPITAL","100009","FL","READM-30-CABG-HRRP","Not Available"," ","0.9923","16.8809","17.0114","Too Few to Report","01-JUL-12","30-JUN-15"
"UNIVERSITY OF MIAMI HOSPITAL","100009","FL","READM-30-COPD-HRRP","514"," ","0.9931","22.8572","23.0168","117","01-JUL-12","30-JUN-15"
"UNIVERSITY OF MIAMI HOSPITAL","100009","FL","READM-30-HF-HRRP","649"," ","1.1359","29.1984","25.7049","198","01-JUL-12","30-JUN-15"
"UNIVERSITY OF MIAMI HOSPITAL","100009","FL","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9598","5.0371","5.2479","Too Few to Report","01-JUL-12","30-JUN-15"
"UNIVERSITY OF MIAMI HOSPITAL","100009","FL","READM-30-PN-HRRP","501"," ","1.1082","23.6052","21.3004","124","01-JUL-12","30-JUN-15"
"LEE MEMORIAL HOSPITAL","100012","FL","READM-30-AMI-HRRP","635"," ","1.1175","17.3997","15.5696","117","01-JUL-12","30-JUN-15"
"LEE MEMORIAL HOSPITAL","100012","FL","READM-30-CABG-HRRP","409"," ","1.0458","15.0155","14.3574","63","01-JUL-12","30-JUN-15"
"LEE MEMORIAL HOSPITAL","100012","FL","READM-30-COPD-HRRP","1165"," ","1.0845","20.7342","19.1192","247","01-JUL-12","30-JUN-15"
"LEE MEMORIAL HOSPITAL","100012","FL","READM-30-HF-HRRP","1296"," ","1.0160","21.6068","21.2661","281","01-JUL-12","30-JUN-15"
"LEE MEMORIAL HOSPITAL","100012","FL","READM-30-HIP-KNEE-HRRP","2395"," ","1.1393","5.2377","4.5974","128","01-JUL-12","30-JUN-15"
"LEE MEMORIAL HOSPITAL","100012","FL","READM-30-PN-HRRP","1446"," ","1.0042","16.5827","16.5141","240","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL NEW SMYRNA","100014","FL","READM-30-AMI-HRRP","177"," ","1.0284","18.8211","18.3019","35","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL NEW SMYRNA","100014","FL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL NEW SMYRNA","100014","FL","READM-30-COPD-HRRP","288"," ","0.9551","19.1177","20.0167","52","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL NEW SMYRNA","100014","FL","READM-30-HF-HRRP","167"," ","0.9945","22.9623","23.0899","38","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL NEW SMYRNA","100014","FL","READM-30-HIP-KNEE-HRRP","Not Available"," ","1.0905","6.1490","5.6389","Too Few to Report","01-JUL-12","30-JUN-15"
"FLORIDA HOSPITAL NEW SMYRNA","100014","FL","READM-30-PN-HRRP","296"," ","1.0093","19.0909","18.9158","57","01-JUL-12","30-JUN-15"
"HALIFAX HEALTH MEDICAL CENTER","100017","FL","READM-30-AMI-HRRP","358"," ","1.0058","15.5495","15.4599","56","01-JUL-12","30-JUN-15"
"HALIFAX HEALTH MEDICAL CENTER","100017","FL","READM-30-CABG-HRRP","73"," ","1.1155","16.5378","14.8249","16","01-JUL-12","30-JUN-15"
"HALIFAX HEALTH MEDICAL CENTER","100017","FL","READM-30-COPD-HRRP","452"," ","0.9263","18.1597","19.6054","77","01-JUL-12","30-JUN-15"
"HALIFAX HEALTH MEDICAL CENTER","100017","FL","READM-30-HF-HRRP","464"," ","1.0767","23.3577","21.6932","113","01-JUL-12","30-JUN-15"
"HALIFAX HEALTH MEDICAL CENTER","100017","FL","READM-30-HIP-KNEE-HRRP","616"," ","0.7699","3.7460","4.8654","18","01-JUL-12","30-JUN-15"
"HALIFAX HEALTH MEDICAL CENTER","100017","FL","READM-30-PN-HRRP","711"," ","1.0293","16.9505","16.4686","122","01-JUL-12","30-JUN-15"
"NAPLES COMMUNITY HOSPITAL","100018","FL","READM-30-AMI-HRRP","831"," ","0.8549","14.4467","16.8993","111","01-JUL-12","30-JUN-15"
"NAPLES COMMUNITY HOSPITAL","100018","FL","READM-30-CABG-HRRP","354"," ","0.8665","12.1393","14.0089","38","01-JUL-12","30-JUN-15"
"NAPLES COMMUNITY HOSPITAL","100018","FL","READM-30-COPD-HRRP","1062"," ","0.9140","17.6928","19.3580","182","01-JUL-12","30-JUN-15"
"NAPLES COMMUNITY HOSPITAL","100018","FL","READM-30-HF-HRRP","1747"," ","0.9173","19.5891","21.3541","337","01-JUL-12","30-JUN-15"
"NAPLES COMMUNITY HOSPITAL","100018","FL","READM-30-HIP-KNEE-HRRP","2627"," ","0.9161","4.4429","4.8499","115","01-JUL-12","30-JUN-15"
"NAPLES COMMUNITY HOSPITAL","100018","FL","READM-30-PN-HRRP","1909"," ","0.8998","15.2643","16.9648","286","01-JUL-12","30-JUN-15"
"HOLMES REGIONAL MEDICAL CENTER","100019","FL","READM-30-AMI-HRRP","600"," ","1.1290","19.6142","17.3735","125","01-JUL-12","30-JUN-15"
"HOLMES REGIONAL MEDICAL CENTER","100019","FL","READM-30-CABG-HRRP","172"," ","1.2173","17.9045","14.7084","38","01-JUL-12","30-JUN-15"
"HOLMES REGIONAL MEDICAL CENTER","100019","FL","READM-30-COPD-HRRP","815"," ","1.0611","21.8357","20.5783","182","01-JUL-12","30-JUN-15"
"HOLMES REGIONAL MEDICAL CENTER","100019","FL","READM-30-HF-HRRP","1165"," ","1.0650","23.8672","22.4110","282","01-JUL-12","30-JUN-15"
"HOLMES REGIONAL MEDICAL CENTER","100019","FL","READM-30-HIP-KNEE-HRRP","719"," ","1.0211","5.2276","5.1196","38","01-JUL-12","30-JUN-15"
"HOLMES REGIONAL MEDICAL CENTER","100019","FL","READM-30-PN-HRRP","1119"," ","1.1544","20.7628","17.9857","240","01-JUL-12","30-JUN-15"
"JACKSON MEMORIAL HOSPITAL","100022","FL","READM-30-AMI-HRRP","236"," ","1.0747","20.9758","19.5175","54","01-JUL-12","30-JUN-15"
"JACKSON MEMORIAL HOSPITAL","100022","FL","READM-30-CABG-HRRP","Not Available"," ","0.9987","16.1925","16.2137","Too Few to Report","01-JUL-12","30-JUN-15"
"JACKSON MEMORIAL HOSPITAL","100022","FL","READM-30-COPD-HRRP","292"," ","1.1021","25.0246","22.7067","80","01-JUL-12","30-JUN-15"
"JACKSON MEMORIAL HOSPITAL","100022","FL","READM-30-HF-HRRP","460"," ","1.1556","27.5127","23.8078","136","01-JUL-12","30-JUN-15"
"JACKSON MEMORIAL HOSPITAL","100022","FL","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9373","4.7019","5.0166","Too Few to Report","01-JUL-12","30-JUN-15"
"JACKSON MEMORIAL HOSPITAL","100022","FL","READM-30-PN-HRRP","442"," ","1.1260","22.0508","19.5837","104","01-JUL-12","30-JUN-15"
"CITRUS MEMORIAL HOSPITAL","100023","FL","READM-30-AMI-HRRP","478"," ","0.9514","16.3013","17.1345","75","01-JUL-12","30-JUN-15"
"CITRUS MEMORIAL HOSPITAL","100023","FL","READM-30-CABG-HRRP","164"," ","1.1149","15.9331","14.2913","30","01-JUL-12","30-JUN-15"
"CITRUS MEMORIAL HOSPITAL","100023","FL","READM-30-COPD-HRRP","729"," ","0.9021","16.6904","18.5025","115","01-JUL-12","30-JUN-15"
"CITRUS MEMORIAL HOSPITAL","100023","FL","READM-30-HF-HRRP","827"," ","0.9940","21.6896","21.8214","179","01-JUL-12","30-JUN-15"
"CITRUS MEMORIAL HOSPITAL","100023","FL","READM-30-HIP-KNEE-HRRP","431"," ","1.1534","6.5285","5.6604","31","01-JUL-12","30-JUN-15"
"CITRUS MEMORIAL HOSPITAL","100023","FL","READM-30-PN-HRRP","600"," ","0.7943","13.6019","17.1252","70","01-JUL-12","30-JUN-15"
"SACRED HEART HOSPITAL","100025","FL","READM-30-AMI-HRRP","368"," ","0.9993","16.5877","16.5997","61","01-JUL-12","30-JUN-15"
"SACRED HEART HOSPITAL","100025","FL","READM-30-CABG-HRRP","Not Available"," ","0.9867","14.9789","15.1805","Too Few to Report","01-JUL-12","30-JUN-15"
"SACRED HEART HOSPITAL","100025","FL","READM-30-COPD-HRRP","519"," ","0.9276","19.0815","20.5704","94","01-JUL-12","30-JUN-15"
"SACRED HEART HOSPITAL","100025","FL","READM-30-HF-HRRP","590"," ","0.9488","21.2299","22.3746","122","01-JUL-12","30-JUN-15"
"SACRED HEART HOSPITAL","100025","FL","READM-30-HIP-KNEE-HRRP","515"," ","1.0617","5.5951","5.2700","30","01-JUL-12","30-JUN-15"
"SACRED HEART HOSPITAL","100025","FL","READM-30-PN-HRRP","711"," ","0.8883","16.0510","18.0695","108","01-JUL-12","30-JUN-15"
"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","100026","FL","READM-30-AMI-HRRP","397"," ","1.0469","17.9530","17.1489","74","01-JUL-12","30-JUN-15"
"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","100026","FL","READM-30-CABG-HRRP","269"," ","1.0226","14.5765","14.2547","40","01-JUL-12","30-JUN-15"
"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","100026","FL","READM-30-COPD-HRRP","961"," ","0.9431","19.2419","20.4018","181","01-JUL-12","30-JUN-15"
"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","100026","FL","READM-30-HF-HRRP","1118"," ","0.9791","21.9417","22.4096","244","01-JUL-12","30-JUN-15"
"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","100026","FL","READM-30-HIP-KNEE-HRRP","197"," ","1.1000","5.6465","5.1331","13","01-JUL-12","30-JUN-15"
"BAY MEDICAL CENTER SACRED HEART HEALTH SYSTEM","100026","FL","READM-30-PN-HRRP","992"," ","0.8466","15.0728","17.8046","141","01-JUL-12","30-JUN-15"
"PARRISH MEDICAL CENTER","100028","FL","READM-30-AMI-HRRP","120"," ","1.0145","18.4386","18.1751","23","01-JUL-12","30-JUN-15"
"PARRISH MEDICAL CENTER","100028","FL","READM-30-CABG-HRRP","Not Available","5","Not Available","Not Available","Not Available","Not Available","01-JUL-12","30-JUN-15"
"PARRISH MEDICAL CENTER","100028","FL","READM-30-COPD-HRRP","456"," ","0.8747","16.8225","19.2325","68","01-JUL-12","30-JUN-15"
"PARRISH MEDICAL CENTER","100028","FL","READM-30-HF-HRRP","402"," ","0.9808","21.9408","22.3704","87","01-JUL-12","30-JUN-15"
"PARRISH MEDICAL CENTER","100028","FL","READM-30-HIP-KNEE-HRRP","Not Available"," ","0.9242","5.7511","6.2226","Too Few to Report","01-JUL-12","30-JUN-15"
"PARRISH MEDICAL CENTER","100028","FL","READM-30-PN-HRRP","395"," ","0.9407","16.2390","17.2626","61","01-JUL-12","30-JUN-15"
