Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,IMM-2 Achievement Threshold,IMM-2 Benchmark,IMM-2 Baseline Rate,IMM-2 Performance Rate,IMM-2 Achievement Points,IMM-2 Improvement Points,IMM-2 Measure Score,IMM-2 Preventive Condition/Procedure Score
"100030","HEALTH CENTRAL","10000 W COLONIAL DR","Ocoee","FL","34761","ORANGE","0.951607","0.997739","0.969106","0.996769","9 out of 10","9 out of 9","9 out of 10","9"
"050238","METHODIST HOSPITAL OF SOUTHERN CA","300 W HUNTINGTON DR","Arcadia","CA","91006","LOS ANGELES","0.951607","0.997739","0.906593","0.992381","8 out of 10","9 out of 9","9 out of 10","9"
"110078","EMORY UNIVERSITY HOSPITAL MIDTOWN","550 PEACHTREE ST NE","Atlanta","GA","30308","FULTON","0.951607","0.997739","0.984874","0.991471","8 out of 10","5 out of 9","8 out of 10","8"
"520076","BEAVER DAM COMMUNITY HOSPITAL","707 S UNIVERSITY AVE","Beaver Dam","WI","53916","DODGE","0.951607","0.997739","0.961089","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"100043","MEASE DUNEDIN HOSPITAL","601 MAIN ST","Dunedin","FL","34698","PINELLAS","0.951607","0.997739","0.995402","0.994421","9 out of 10","0 out of 9","9 out of 10","9"
"260070","PEMISCOT COUNTY MEMORIAL HOSPITAL","946 EAST REED","Hayti","MO","63851","PEMISCOT","0.951607","0.997739","0.264286","0.513761","0 out of 10","3 out of 9","3 out of 10","3"
"040001","SILOAM SPRINGS REGIONAL HOSPITAL","603 NORTH PROGRESS AVENUE","Siloam Springs","AR","72761","BENTON","0.951607","0.997739","0.995546","0.987179","7 out of 10","0 out of 9","7 out of 10","7"
"390233","HANOVER HOSPITAL","300 HIGHLAND AVE","Hanover","PA","17331","YORK","0.951607","0.997739","0.994565","0.990792","8 out of 10","0 out of 9","8 out of 10","8"
"450677","TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH","11801 SOUTH FREEWAY","Fort Worth","TX","76115","JOHNSON","0.951607","0.997739","0.901804","0.983547","7 out of 10","8 out of 9","8 out of 10","8"
"450090","NORTH TEXAS MEDICAL CENTER","1900 HOSPITAL BLVD","Gainesville","TX","76240","COOKE","0.951607","0.997739","0.939394","0.961686","2 out of 10","3 out of 9","3 out of 10","3"
"160083","MERCY MEDICAL CENTER-DES MOINES","1111 6TH AVE","Des Moines","IA","50314","POLK","0.951607","0.997739","0.946403","0.962525","3 out of 10","3 out of 9","3 out of 10","3"
"160089","OTTUMWA REGIONAL HEALTH CENTER","1001 E PENNSYLVANIA","Ottumwa","IA","52501","WAPELLO","0.951607","0.997739","0.829710","0.966245","3 out of 10","8 out of 9","8 out of 10","8"
"530033","MOUNTAIN VIEW REGIONAL HOSPITAL","6550 EAST 2ND STREET","Casper","WY","82605","NATRONA","0.951607","0.997739","0.969605","0.929155","0 out of 10","0 out of 9","0 out of 10","0"
"350011","SANFORD MEDICAL CENTER FARGO","801 BROADWAY NORTH","Fargo","ND","58122","CASS","0.951607","0.997739","0.913621","0.957640","2 out of 10","5 out of 9","5 out of 10","5"
"260095","CENTERPOINT MEDICAL CENTER","19600 EAST 39TH STREET","Independence","MO","64057","JACKSON","0.951607","0.997739","1.000000","0.998299","10 out of 10","0 out of 9","10 out of 10","10"
"440063","JOHNSON CITY MEDICAL CENTER","400 N STATE OF FRANKLIN RD","Johnson City","TN","37604","WASHINGTON","0.951607","0.997739","0.948307","0.973638","5 out of 10","5 out of 9","5 out of 10","5"
"370014","ALLIANCEHEALTH DURANT","1800 UNIVERSITY BOULEVARD","Durant","OK","74702","BRYAN","0.951607","0.997739","0.995816","0.935970","0 out of 10","0 out of 9","0 out of 10","0"
"140068","ROSELAND COMMUNITY HOSPITAL","45 W 111TH STREET","Chicago","IL","60628","COOK","0.951607","0.997739","0.941889","0.899244","0 out of 10","0 out of 9","0 out of 10","0"
"340064","WILKES REGIONAL MEDICAL CENTER","1370 WEST D ST","North Wilkesboro","NC","28659","WILKES","0.951607","0.997739","0.983651","0.952381","1 out of 10","0 out of 9","1 out of 10","1"
"140002","ALTON MEMORIAL HOSPITAL","ONE MEMORIAL DRIVE","Alton","IL","62002","MADISON","0.951607","0.997739","0.986460","0.980237","6 out of 10","0 out of 9","6 out of 10","6"
"500037","TOPPENISH COMMUNITY HOSPITAL","502 W FOURTH AVE","Toppenish","WA","98948","YAKIMA","0.951607","0.997739","0.951807","0.936709","0 out of 10","0 out of 9","0 out of 10","0"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","Scottsboro","AL","35768","JACKSON","0.951607","0.997739","0.983287","0.991770","8 out of 10","5 out of 9","8 out of 10","8"
"050708","FRESNO SURGICAL HOSPITAL","6125 NORTH FRESNO ST","Fresno","CA","93710","FRESNO","0.951607","0.997739","0.973615","0.972644","5 out of 10","0 out of 9","5 out of 10","5"
"150182","FRANCISCAN HEALTH CARMEL","12188 B NORTH MERIDIAN STREET","Carmel","IN","46240","HAMILTON","0.951607","0.997739","1.000000","0.989071","8 out of 10","0 out of 9","8 out of 10","8"
"230133","OTSEGO MEMORIAL HOSPITAL","825 N CENTER AVE","Gaylord","MI","49735","OTSEGO","0.951607","0.997739","0.967742","0.963265","3 out of 10","0 out of 9","3 out of 10","3"
"030061","BANNER BOSWELL MEDICAL CENTER","10401 WEST THUNDERBIRD BOULEVARD","Sun City","AZ","85351","MARICOPA","0.951607","0.997739","0.990115","0.993691","9 out of 10","4 out of 9","9 out of 10","9"
"100154","SOUTH MIAMI HOSPITAL","6200 SW 73RD ST","Miami","FL","33143","DADE","0.951607","0.997739","0.977307","0.998294","10 out of 10","9 out of 9","10 out of 10","10"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","Cottonwood","AZ","86326","YAVAPAI","0.951607","0.997739","0.987805","0.992021","8 out of 10","4 out of 9","8 out of 10","8"
"050425","KAISER FOUNDATION HOSPITAL - SACRAMENTO","2025 MORSE AVENUE","Sacramento","CA","95825","SACRAMENTO","0.951607","0.997739","0.939683","0.969697","4 out of 10","5 out of 9","5 out of 10","5"
"150082","DEACONESS HOSPITAL INC","600 MARY ST","Evansville","IN","47747","VANDERBURGH","0.951607","0.997739","0.983607","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"450177","UVALDE MEMORIAL HOSPITAL","1025 GARNER FIELD ROAD","Uvalde","TX","78801","UVALDE","0.951607","0.997739","0.910331","0.958071","2 out of 10","5 out of 9","5 out of 10","5"
"220015","COOLEY DICKINSON HOSPITAL INC,THE","30 LOCUST STREET","Northampton","MA","01061","HAMPSHIRE","0.951607","0.997739","0.959847","0.969868","4 out of 10","2 out of 9","4 out of 10","4"
"390002","UPMC MCKEESPORT","1500 FIFTH AVENUE","Mc Keesport","PA","15132","ALLEGHENY","0.951607","0.997739","0.979622","0.977477","6 out of 10","0 out of 9","6 out of 10","6"
"450037","GOOD SHEPHERD MEDICAL CENTER","700 EAST MARSHALL AVENUE","Longview","TX","75601","GREGG","0.951607","0.997739","0.953445","0.967985","4 out of 10","3 out of 9","4 out of 10","4"
"050103","WHITE MEMORIAL MEDICAL CENTER","1720 E CESAR AVENUE","Los Angeles","CA","90033","LOS ANGELES","0.951607","0.997739","0.599613","0.782700","0 out of 10","4 out of 9","4 out of 10","4"
"360143","MARYMOUNT HOSPITAL","12300 MCCRACKEN ROAD","Garfield Heights","OH","44125","CUYAHOGA","0.951607","0.997739","0.979310","0.989691","8 out of 10","5 out of 9","8 out of 10","8"
"390058","CARLISLE REGIONAL MEDICAL CENTER","361 ALEXANDER SPRING ROAD","Carlisle","PA","17015","CUMBERLAND","0.951607","0.997739","0.991979","0.994382","9 out of 10","4 out of 9","9 out of 10","9"
"420027","ANMED HEALTH","800 N FANT ST","Anderson","SC","29621","ANDERSON","0.951607","0.997739","0.959924","0.953153","1 out of 10","0 out of 9","1 out of 10","1"
"520100","BELOIT MEMORIAL HOSPITAL","1969 W HART RD","Beloit","WI","53511","ROCK","0.951607","0.997739","0.960317","0.994723","9 out of 10","9 out of 9","9 out of 10","9"
"110201","COLISEUM NORTHSIDE HOSPITAL","400 CHARTER BOULEVARD","Macon","GA","31210","BIBB","0.951607","0.997739","0.993443","0.996970","9 out of 10","8 out of 9","9 out of 10","9"
"330047","ST MARY'S HOSPITAL AT AMSTERDAM","427 GUY PARK AVENUE","Amsterdam","NY","12010","MONTGOMERY","0.951607","0.997739","0.841379","0.918630","0 out of 10","4 out of 9","4 out of 10","4"
"460004","MCKAY DEE HOSPITAL","4401 HARRISON BOULEVARD","Ogden","UT","84403","WEBER","0.951607","0.997739","0.981744","0.980392","6 out of 10","0 out of 9","6 out of 10","6"
"100068","FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER","301 MEMORIAL MEDICAL PARKWAY","Daytona Beach","FL","32117","VOLUSIA","0.951607","0.997739","0.948529","0.994585","9 out of 10","9 out of 9","9 out of 10","9"
"140280","TRINITY ROCK ISLAND","2701 17TH ST","Rock Island","IL","61201","ROCK ISLAND","0.951607","0.997739","0.824847","0.961616","2 out of 10","7 out of 9","7 out of 10","7"
"440175","SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE","HWY 43 S BOX 847","Lawrenceburg","TN","38464","LAWRENCE","0.951607","0.997739","0.979920","0.995868","9 out of 10","8 out of 9","9 out of 10","9"
"490013","SENTARA HALIFAX REGIONAL HOSPITAL","2204 WILBORN AVENUE","South Boston","VA","24592","HALIFAX","0.951607","0.997739","0.933661","0.958333","2 out of 10","3 out of 9","3 out of 10","3"
"260175","GOLDEN VALLEY MEMORIAL HOSPITAL","1600 N 2ND ST","Clinton","MO","64735","HENRY","0.951607","0.997739","0.934783","0.967509","4 out of 10","5 out of 9","5 out of 10","5"
"460044","ALTA VIEW HOSPITAL","9660 SOUTH 1300 EAST","Sandy","UT","84094","SALT LAKE","0.951607","0.997739","0.978142","0.997159","9 out of 10","9 out of 9","9 out of 10","9"
"100038","MEMORIAL REGIONAL HOSPITAL","3501 JOHNSON ST","Hollywood","FL","33021","BROWARD","0.951607","0.997739","0.994885","0.997481","9 out of 10","9 out of 9","9 out of 10","9"
"520051","COLUMBIA ST MARYS HOSPITAL MILWAUKEE","2323 N LAKE DR","Milwaukee","WI","53211","MILWAUKEE","0.951607","0.997739","0.788955","0.969880","4 out of 10","8 out of 9","8 out of 10","8"
"190259","LAFAYETTE SURGICAL SPECIALTY HOSPITAL","1101 KALISTE SALOOM RD","Lafayette","LA","70508","LAFAYETTE","0.951607","0.997739","0.881517","0.993407","9 out of 10","9 out of 9","9 out of 10","9"
"420085","GRAND STRAND REGIONAL MEDICAL CENTER","809 82ND PARKWAY","Myrtle Beach","SC","29572","HORRY","0.951607","0.997739","0.983740","0.993410","9 out of 10","6 out of 9","9 out of 10","9"
"060113","CENTURA HEALTH-LITTLETON ADVENTIST HOSPITAL","7700 S BROADWAY","Littleton","CO","80122","ARAPAHOE","0.951607","0.997739","0.945794","0.950096","0 out of 10","0 out of 9","0 out of 10","0"
"390009","SAINT VINCENT HOSPITAL","232 WEST 25TH STREET","Erie","PA","16544","ERIE","0.951607","0.997739","0.667917","0.964762","3 out of 10","9 out of 9","9 out of 10","9"
"050272","REDLANDS COMMUNITY HOSPITAL","350 TERRACINA BLVD","Redlands","CA","92373","SAN BERNARDINO","0.951607","0.997739","0.911504","0.910638","0 out of 10","0 out of 9","0 out of 10","0"
"150128","COMMUNITY HOSPITAL SOUTH","1402 E COUNTY LINE RD S","Indianapolis","IN","46227","MARION","0.951607","0.997739","0.850379","0.996124","9 out of 10","9 out of 9","9 out of 10","9"
"060020","PARKVIEW MEDICAL CENTER INC","400 W 16TH STREET","Pueblo","CO","81003","PUEBLO","0.951607","0.997739","0.912639","0.945525","0 out of 10","3 out of 9","3 out of 10","3"
"050350","BEVERLY HOSPITAL","309 W BEVERLY BLVD","Montebello","CA","90640","LOS ANGELES","0.951607","0.997739","0.878327","0.946281","0 out of 10","5 out of 9","5 out of 10","5"
"450002","PROVIDENCE MEMORIAL HOSPITAL","2001 N OREGON ST","El Paso","TX","79902","EL PASO","0.951607","0.997739","1.000000","0.985972","7 out of 10","0 out of 9","7 out of 10","7"
"520011","LAKEVIEW MEDICAL CENTER","1700 WEST STOUT STREET","Rice Lake","WI","54868","BARRON","0.951607","0.997739","0.953307","0.977695","6 out of 10","5 out of 9","6 out of 10","6"
"390123","POTTSTOWN MEMORIAL MEDICAL CENTER","1600 EAST HIGH STREET AND ARMAND HAMMER BLVD","Pottstown","PA","19464","MONTGOMERY","0.951607","0.997739","0.993162","0.998308","10 out of 10","9 out of 9","10 out of 10","10"
"450775","KINGWOOD MEDICAL CENTER","22999 US HWY 59","Kingwood","TX","77339","HARRIS","0.951607","0.997739","0.986087","0.994485","9 out of 10","7 out of 9","9 out of 10","9"
"190205","WOMEN'S AND CHILDREN'S HOSPITAL","4600 AMBASSADOR CAFFERY PARKWAY","Lafayette","LA","70508","LAFAYETTE","0.951607","0.997739","0.997722","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"040007","CHI-ST VINCENT INFIRMARY","TWO ST VINCENT CIRCLE","Little Rock","AR","72205","PULASKI","0.951607","0.997739","0.955473","0.969203","4 out of 10","3 out of 9","4 out of 10","4"
"050438","HUNTINGTON MEMORIAL HOSPITAL","100 W  CALIFORNIA BLVD","Pasadena","CA","91109","LOS ANGELES","0.951607","0.997739","0.848126","0.773655","0 out of 10","0 out of 9","0 out of 10","0"
"180044","PIKEVILLE MEDICAL CENTER","911 BYPASS ROAD","Pikeville","KY","41501","PIKE","0.951607","0.997739","0.967742","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","Jasper","AL","35502","WALKER","0.951607","0.997739","0.998031","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"120014","WILCOX MEMORIAL HOSPITAL","3-3420 KUHIO HIGHWAY","Lihue","HI","96766","KAUAI","0.951607","0.997739","0.981250","0.975543","5 out of 10","0 out of 9","5 out of 10","5"
"230239","CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL","500 OSBORN BLVD","Sault Ste Marie","MI","49783","CHIPPEWA","0.951607","0.997739","0.851449","0.905350","0 out of 10","3 out of 9","3 out of 10","3"
"060125","CASTLE ROCK ADVENTIST HOSPITAL","2350 MEADOWS BLVD","Castle Rock","CO","80109","DOUGLAS","0.951607","0.997739","Not Available","0.967626","4 out of 10","Not Available","4 out of 10","4"
"030002","BANNER - UNIVERSITY MEDICAL CENTER PHOENIX","1111 EAST MCDOWELL ROAD","Phoenix","AZ","85006","MARICOPA","0.951607","0.997739","0.922311","0.975472","5 out of 10","7 out of 9","7 out of 10","7"
"440152","REGIONAL ONE HEALTH","877 JEFFERSON AVENUE","Memphis","TN","38103","SHELBY","0.951607","0.997739","0.314908","0.603196","0 out of 10","4 out of 9","4 out of 10","4"
"450822","LAS COLINAS MEDICAL CENTER","6800 N MACARTHUR BLVD","Irving","TX","75039","DALLAS","0.951607","0.997739","0.993450","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"440197","TRISTAR SOUTHERN HILLS MEDICAL CENTER","391 WALLACE RD","Nashville","TN","37211","DAVIDSON","0.951607","0.997739","0.991051","0.995876","9 out of 10","7 out of 9","9 out of 10","9"
"050690","KAISER FOUNDATION HOSPITAL-SANTA ROSA","401 BICENTENNIAL WAY","Santa Rosa","CA","95403","SONOMA","0.951607","0.997739","0.952475","0.977642","6 out of 10","5 out of 9","6 out of 10","6"
"150115","MEMORIAL HOSPITAL AND HEALTH CARE CENTER","800 W 9TH ST","Jasper","IN","47546","DUBOIS","0.951607","0.997739","0.970276","0.969432","4 out of 10","0 out of 9","4 out of 10","4"
"040078","NATIONAL PARK MEDICAL CENTER","1910 MALVERN AVENUE","Hot Springs","AR","71901","GARLAND","0.951607","0.997739","0.978805","0.927711","0 out of 10","0 out of 9","0 out of 10","0"
"450085","GRAHAM REGIONAL MEDICAL CENTER","1301 MONTGOMERY ROAD","Graham","TX","76450","YOUNG","0.951607","0.997739","0.981481","0.973118","5 out of 10","0 out of 9","5 out of 10","5"
"340020","CENTRAL CAROLINA HOSPITAL","1135 CARTHAGE ST","Sanford","NC","27330","LEE","0.951607","0.997739","0.878968","0.957230","2 out of 10","6 out of 9","6 out of 10","6"
"340010","WAYNE MEMORIAL HOSPITAL","2700 WAYNE MEMORIAL DR","Goldsboro","NC","27534","WAYNE","0.951607","0.997739","0.971014","0.990099","8 out of 10","7 out of 9","8 out of 10","8"
"670075","ST LUKE'S HOSPITAL AT THE VINTAGE","20171 CHASEWOOD PARK DRIVE","Houston","TX","77070","HARRIS","0.951607","0.997739","0.901316","0.929870","0 out of 10","2 out of 9","2 out of 10","2"
"190036","OCHSNER MEDICAL CENTER","1516 JEFFERSON HWY","New Orleans","LA","70121","JEFFERSON","0.951607","0.997739","0.686901","0.812620","0 out of 10","4 out of 9","4 out of 10","4"
"220163","UMASS MEMORIAL MEDICAL CENTER INC","55 LAKE AVENUE NORTH","Worcester","MA","01655","WORCESTER","0.951607","0.997739","0.844794","0.863366","0 out of 10","1 out of 9","1 out of 10","1"
"220002","MOUNT AUBURN HOSPITAL","330 MOUNT AUBURN STREET","Cambridge","MA","02138","MIDDLESEX","0.951607","0.997739","0.935547","0.996109","9 out of 10","9 out of 9","9 out of 10","9"
"310050","SAINT CLARE'S HOSPITAL","25 POCONO ROAD","Denville","NJ","07834","MORRIS","0.951607","0.997739","0.950980","0.949677","0 out of 10","0 out of 9","0 out of 10","0"
"500084","EVERGREEN HEALTH MONROE","14701 179TH SE","Monroe","WA","98272","SNOHOMISH","0.951607","0.997739","0.935252","0.952381","1 out of 10","2 out of 9","2 out of 10","2"
"520027","COLUMBIA ST MARYS HOSPITAL OZAUKEE","13111 N PORT WASHINGTON RD","Mequon","WI","53097","OZAUKEE","0.951607","0.997739","0.924107","0.972477","5 out of 10","6 out of 9","6 out of 10","6"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","Fort Payne","AL","35968","DE KALB","0.951607","0.997739","0.997118","0.990654","8 out of 10","0 out of 9","8 out of 10","8"
"500003","SKAGIT VALLEY HOSPITAL","1415 KINCAID STREET","Mount Vernon","WA","98274","SKAGIT","0.951607","0.997739","0.998016","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"060124","ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS","11650 W 2ND PLACE","Lakewood","CO","80228","JEFFERSON","0.951607","0.997739","0.851240","0.994536","9 out of 10","9 out of 9","9 out of 10","9"
"050036","BAKERSFIELD MEMORIAL HOSPITAL","420 34TH ST BOX","Bakersfield","CA","93301","KERN","0.951607","0.997739","0.972222","0.974257","5 out of 10","0 out of 9","5 out of 10","5"
"070019","MILFORD HOSPITAL, INC","300 SEASIDE AVENUE","Milford","CT","06460","NEW HAVEN","0.951607","0.997739","0.965300","0.957317","2 out of 10","0 out of 9","2 out of 10","2"
"190034","ABBEVILLE GENERAL HOSPITAL","118 N HOSPITAL DR","Abbeville","LA","70510","VERMILION","0.951607","0.997739","0.895161","0.876033","0 out of 10","0 out of 9","0 out of 10","0"
"180128","THREE RIVERS MEDICAL CENTER","2485 HIGHWAY 644","Louisa","KY","41230","LAWRENCE","0.951607","0.997739","0.996528","1.000000","10 out of 10","9 out of 9","10 out of 10","10"
"360109","COSHOCTON COUNTY MEMORIAL HOSPITAL","1460 ORANGE STREET","Coshocton","OH","43812","COSHOCTON","0.951607","0.997739","0.836653","0.878689","0 out of 10","2 out of 9","2 out of 10","2"
"100022","JACKSON MEMORIAL HOSPITAL","1611 NW 12TH AVE","Miami","FL","33136","DADE","0.951607","0.997739","0.892814","0.919847","0 out of 10","2 out of 9","2 out of 10","2"
"250085","MARION GENERAL HOSPITAL","1560 SUMRALL RD","Columbia","MS","39429","MARION","0.951607","0.997739","0.933333","0.950311","0 out of 10","2 out of 9","2 out of 10","2"
"360081","MERCY ST CHARLES HOSPITAL","2600 NAVARRE AVENUE","Oregon","OH","43616","LUCAS","0.951607","0.997739","0.960644","0.963602","3 out of 10","0 out of 9","3 out of 10","3"
"670106","PEARLAND MEDICAL CENTER","11100 SHADOW CREEK PARKWAY","Pearland","TX","77584","BRAZORIA","0.951607","0.997739","Not Available","1.000000","10 out of 10","Not Available","10 out of 10","10"
"360259","BAY PARK COMMUNITY HOSPITAL","2801 BAY PARK DRIVE","Oregon","OH","43616","LUCAS","0.951607","0.997739","0.966443","0.981595","6 out of 10","4 out of 9","6 out of 10","6"
"430016","AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER","1325 S CLIFF AVE  POST OFFICE BOX 5045","Sioux Falls","SD","57117","MINNEHAHA","0.951607","0.997739","0.935943","0.937943","0 out of 10","0 out of 9","0 out of 10","0"
"100002","BETHESDA HOSPITAL EAST","2815 S SEACREST BLVD","Boynton Beach","FL","33435","PALM BEACH","0.951607","0.997739","0.989980","0.976238","5 out of 10","0 out of 9","5 out of 10","5"
"050030","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","Oroville","CA","95966","BUTTE","0.951607","0.997739","0.890196","0.911927","0 out of 10","2 out of 9","2 out of 10","2"
"240106","REGIONS HOSPITAL","640 JACKSON STREET","Saint Paul","MN","55101","RAMSEY","0.951607","0.997739","0.976909","0.973783","5 out of 10","0 out of 9","5 out of 10","5"
"050093","SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE","Fresno","CA","93720","FRESNO","0.951607","0.997739","0.912966","0.969231","4 out of 10","6 out of 9","6 out of 10","6"
"360080","EAST OHIO REGIONAL HOSPITAL","90 NORTH FOURTH STREET","Martins Ferry","OH","43935","BELMONT","0.951607","0.997739","0.909968","0.974265","5 out of 10","7 out of 9","7 out of 10","7"
"180124","GREENVIEW REGIONAL HOSPITAL","1801 ASHLEY CIRCLE","Bowling Green","KY","42104","WARREN","0.951607","0.997739","0.997696","0.997930","10 out of 10","9 out of 9","10 out of 10","10"
